epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,9.999999747378752e-05,0.02791603095829487,0.13019676506519318,0.06405265629291534,0.013537382706999779,0.0916970819234848,0.029263833537697792
1,9.999999747378752e-05,0.012810471467673779,0.09229385852813721,0.027557602152228355,0.013657892122864723,0.10338344424962997,0.029503457248210907
2,9.999999747378752e-05,0.011742746457457542,0.089338518679142,0.02537333406507969,0.011696172878146172,0.08924466371536255,0.025596624240279198
3,9.999999747378752e-05,0.01122338604182005,0.08704788237810135,0.024311158806085587,0.010841087438166142,0.08413255214691162,0.02385108545422554
4,9.999999747378752e-05,0.011217368766665459,0.088036447763443,0.02429303154349327,0.011684938333928585,0.0851089358329773,0.025557849556207657
5,9.999999747378752e-05,0.011156468652188778,0.0878898948431015,0.024155039340257645,0.011095506139099598,0.08435770869255066,0.024326426908373833
6,4.999999873689376e-05,0.009812870062887669,0.08060760796070099,0.021430982276797295,0.009952091611921787,0.07971340417861938,0.022042782977223396
7,4.999999873689376e-05,0.009680143557488918,0.08020155876874924,0.021143034100532532,0.010952526703476906,0.08173216879367828,0.02417621575295925
8,4.999999873689376e-05,0.009732924401760101,0.08009860664606094,0.021275382488965988,0.010210429318249226,0.08269886672496796,0.022588925436139107
9,2.499999936844688e-05,0.009134585037827492,0.07732906937599182,0.020054709166288376,0.00993921048939228,0.07857372611761093,0.022100400179624557
10,2.499999936844688e-05,0.00916368793696165,0.07739873975515366,0.02011105604469776,0.009683212265372276,0.0783955305814743,0.02150016464293003
11,2.499999936844688e-05,0.008984777145087719,0.07684602588415146,0.019738582894206047,0.010080751031637192,0.07885554432868958,0.022377343848347664
12,2.499999936844688e-05,0.008963214233517647,0.07667620480060577,0.019680142402648926,0.009598761796951294,0.077672079205513,0.021347982808947563
13,1.249999968422344e-05,0.008687381632626057,0.0752740278840065,0.019121160730719566,0.009401078335940838,0.07675021141767502,0.020950868725776672
14,1.249999968422344e-05,0.008667228743433952,0.07513975352048874,0.019078871235251427,0.009897924028337002,0.07765722274780273,0.02196766622364521
15,1.249999968422344e-05,0.008609279058873653,0.07505712658166885,0.018956108018755913,0.009372694417834282,0.07685593515634537,0.020870691165328026
16,6.24999984211172e-06,0.008464780636131763,0.07426369190216064,0.018651697784662247,0.00926120299845934,0.07615692168474197,0.020655134692788124
17,6.24999984211172e-06,0.008430685847997665,0.07417476922273636,0.018583117052912712,0.0097815515473485,0.07699866592884064,0.02172158472239971
18,6.24999984211172e-06,0.008419615216553211,0.07414555549621582,0.018554477021098137,0.009365194477140903,0.07615496218204498,0.020879384130239487
19,3.12499992105586e-06,0.008334268815815449,0.073737733066082,0.01838398166000843,0.009254061616957188,0.07604196667671204,0.020653625950217247
20,3.12499992105586e-06,0.008328077383339405,0.0737333670258522,0.018369615077972412,0.009193810634315014,0.07653353363275528,0.020522167906165123
21,1.56249996052793e-06,0.00828016921877861,0.07355466485023499,0.01827305182814598,0.009241018444299698,0.07590961456298828,0.02062086947262287
