epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,9.999999747378752e-05,0.01962899975478649,0.09576740115880966,0.04545735940337181,0.0048249890096485615,0.0552615150809288,0.014664401300251484
1,9.999999747378752e-05,0.004544702358543873,0.05298174172639847,0.011921286582946777,0.004356511402875185,0.05123607814311981,0.013638126663863659
2,9.999999747378752e-05,0.004304820206016302,0.0509180873632431,0.011387563310563564,0.0042029512114822865,0.050434354692697525,0.013245655223727226
3,9.999999747378752e-05,0.004144552629441023,0.050008200109004974,0.010997893288731575,0.004196289926767349,0.04990043118596077,0.01324818842113018
4,9.999999747378752e-05,0.004006248898804188,0.049184031784534454,0.010634351521730423,0.004037038888782263,0.0499640591442585,0.012744679115712643
5,9.999999747378752e-05,0.0038343113847076893,0.04819374531507492,0.010182407684624195,0.0038133200723677874,0.048449546098709106,0.01223681215196848
6,9.999999747378752e-05,0.0036903878208249807,0.04740447923541069,0.009811070747673512,0.004106203094124794,0.050704751163721085,0.0129866823554039
7,9.999999747378752e-05,0.0036389301531016827,0.047266267240047455,0.00966375321149826,0.003750094911083579,0.048130329698324203,0.011985186487436295
8,4.999999873689376e-05,0.003391687758266926,0.04448452964425087,0.009110421873629093,0.003514779033139348,0.045628733932971954,0.011492636986076832
9,4.999999873689376e-05,0.0033863235730677843,0.044765107333660126,0.009061002172529697,0.003447070950642228,0.045060038566589355,0.011311309412121773
10,4.999999873689376e-05,0.0033272472210228443,0.0443095788359642,0.008914436213672161,0.0034438755828887224,0.04598427936434746,0.011299924924969673
11,2.499999936844688e-05,0.003223460866138339,0.043056920170784,0.008690579794347286,0.003284614300355315,0.043033476918935776,0.0109742172062397
12,2.499999936844688e-05,0.0031860910821706057,0.042869050055742264,0.008605917915701866,0.003378113266080618,0.044134002178907394,0.01114344410598278
13,2.499999936844688e-05,0.003192416625097394,0.04294009879231453,0.008601331152021885,0.0033045546151697636,0.043910007923841476,0.010988938622176647
14,1.249999968422344e-05,0.0031246512662619352,0.042144592851400375,0.00845260452479124,0.0032533046323806047,0.04267929121851921,0.010872215032577515
15,1.249999968422344e-05,0.0031146446708589792,0.04210437461733818,0.00842943787574768,0.003241179510951042,0.042845986783504486,0.010851046070456505
16,6.24999984211172e-06,0.0030890642665326595,0.04175310954451561,0.008367386646568775,0.0032092276960611343,0.042207736521959305,0.010775059461593628
