epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
10,0.0003000000142492354,0.007580421399325132,0.0935669094324112,0.022746432572603226,0.007613282650709152,0.09732005000114441,0.02539237216114998,0.08832007646560669,0.015454202890396118,0.08512578904628754,0.015385185368359089
11,0.0003000000142492354,0.0075115845538675785,0.09317508339881897,0.02251889742910862,0.007701660972088575,0.09188853949308395,0.02500942163169384,0.0840834304690361,0.015612615272402763,0.08471538871526718,0.015242772176861763
12,0.0003000000142492354,0.0072390432469546795,0.09108902513980865,0.021903077140450478,0.007353026885539293,0.09630648046731949,0.02500825747847557,0.08691877126693726,0.014927356503903866,0.08260096609592438,0.014691904187202454
13,0.0003000000142492354,0.007204263936728239,0.09093166887760162,0.021778760477900505,0.007296972908079624,0.09482518583536148,0.024549735710024834,0.08583901077508926,0.014799587428569794,0.08246686309576035,0.014619352295994759
14,0.0003000000142492354,0.007088114507496357,0.09010478109121323,0.021519439294934273,0.0070124901831150055,0.08785656839609146,0.023727938532829285,0.07971049845218658,0.014232556335628033,0.08160173147916794,0.014383679255843163
15,0.0003000000142492354,0.0070215207524597645,0.08964075148105621,0.021318184211850166,0.007451476063579321,0.09778028726577759,0.024991005659103394,0.08818782866001129,0.015110918320715427,0.0811309814453125,0.014247110113501549
16,0.0003000000142492354,0.007020583841949701,0.08965323865413666,0.02127644047141075,0.006828395649790764,0.08813195675611496,0.023398855701088905,0.07947147637605667,0.013859515078365803,0.08121023327112198,0.014245283789932728
17,0.0003000000142492354,0.006885508541017771,0.08870209753513336,0.020961973816156387,0.006909871008247137,0.08850347995758057,0.023409854620695114,0.08002186566591263,0.01401473581790924,0.0802522599697113,0.013971409760415554
18,0.0003000000142492354,0.006797350477427244,0.08800715953111649,0.020738668739795685,0.006985025480389595,0.09015870839357376,0.02362634614109993,0.08148238062858582,0.014167617075145245,0.07959571480751038,0.013793155550956726
19,0.0003000000142492354,0.006745841354131699,0.08767141401767731,0.020629433915019035,0.006599127780646086,0.0889531597495079,0.02302650175988674,0.07984275370836258,0.013398920185863972,0.07923579216003418,0.013688617385923862
20,0.0003000000142492354,0.006732079200446606,0.08761755377054214,0.020501967519521713,0.006639912258833647,0.08741061389446259,0.02286377176642418,0.07900550216436386,0.013478348031640053,0.07924463599920273,0.013657807372510433
21,0.0003000000142492354,0.006673168856650591,0.08721690624952316,0.020394258201122284,0.00640564039349556,0.08429308235645294,0.022307859733700752,0.07598764449357986,0.013007068075239658,0.07883811742067337,0.013539759442210197
22,0.0003000000142492354,0.006570821162313223,0.08645541220903397,0.020164383575320244,0.006812439300119877,0.09128367155790329,0.02324509620666504,0.08221012353897095,0.013819165527820587,0.07804900407791138,0.013332734815776348
23,0.0003000000142492354,0.006558434572070837,0.08649751543998718,0.020150810480117798,0.006350626237690449,0.08414570242166519,0.022228607907891273,0.0757470652461052,0.012894448824226856,0.07804969698190689,0.013308081775903702
24,0.0003000000142492354,0.006444201804697514,0.08568643033504486,0.019881868734955788,0.006420583929866552,0.08369340747594833,0.022114155814051628,0.07570873200893402,0.013031406328082085,0.07723835110664368,0.013076852075755596
25,0.0003000000142492354,0.006414973642677069,0.08531919121742249,0.019771810621023178,0.0062023792415857315,0.08321718126535416,0.021799137815833092,0.07487301528453827,0.012591460719704628,0.07689780741930008,0.013016274198889732
26,0.0003000000142492354,0.006344667170196772,0.0849202498793602,0.019622094929218292,0.006489632651209831,0.08471530675888062,0.022307014092803,0.07655921578407288,0.013167797587811947,0.07651245594024658,0.012874632142484188
27,0.0003000000142492354,0.006344027351588011,0.08492598682641983,0.019649486988782883,0.00608094222843647,0.08258331567049026,0.02150673232972622,0.07420218735933304,0.01235117856413126,0.07645758986473083,0.012874558568000793
28,0.0003000000142492354,0.006275374908000231,0.08430014550685883,0.01944618858397007,0.0065977917984128,0.08794010430574417,0.022741327062249184,0.07928060740232468,0.013389460742473602,0.07588713616132736,0.012734831310808659
29,0.0003000000142492354,0.0062988633289933205,0.08448781073093414,0.019510792568325996,0.006116040516644716,0.08295068144798279,0.021610083058476448,0.07473710924386978,0.012420328333973885,0.07605569064617157,0.012782598845660686
30,0.0003000000142492354,0.006296379026025534,0.0844593420624733,0.019507572054862976,0.006152975372970104,0.08413207530975342,0.021697405725717545,0.07557282596826553,0.012493466027081013,0.07603689283132553,0.012776484712958336
31,0.0003000000142492354,0.006241286173462868,0.08416159451007843,0.019374873489141464,0.00606290390715003,0.08252893388271332,0.021327205002307892,0.07439780980348587,0.012309378013014793,0.0757441371679306,0.012665986083447933
32,0.0001500000071246177,0.005911135580390692,0.0815388411283493,0.018563326448202133,0.0059212283231318,0.081405870616436,0.021119993180036545,0.07308048009872437,0.012027560733258724,0.07316990941762924,0.012000305578112602
33,0.0001500000071246177,0.005923586897552013,0.08157840371131897,0.01859273388981819,0.005895623005926609,0.08217493444681168,0.02108769677579403,0.07355660945177078,0.011974391527473927,0.07323400676250458,0.01202400028705597
34,0.0001500000071246177,0.0058862436562776566,0.08132148534059525,0.018477115780115128,0.0058775474317371845,0.08181687444448471,0.021031145006418228,0.07338565587997437,0.011937015689909458,0.07299408316612244,0.011948419734835625
35,0.0001500000071246177,0.005868892185389996,0.0811462253332138,0.018450330942869186,0.005934459622949362,0.08138726651668549,0.02107377164065838,0.07331182807683945,0.012052493169903755,0.07282587140798569,0.011914243921637535
36,0.0001500000071246177,0.00584307499229908,0.08100879192352295,0.018380384892225266,0.005842888727784157,0.0803617611527443,0.020916787907481194,0.0722067654132843,0.01187120657414198,0.0726720467209816,0.011861841194331646
37,7.500000356230885e-05,0.005718376953154802,0.07991203665733337,0.018063120543956757,0.005679427646100521,0.07980728894472122,0.020545603707432747,0.0715518519282341,0.011538402177393436,0.0716230645775795,0.011609087698161602
38,7.500000356230885e-05,0.0056718140840530396,0.07966873794794083,0.017954286187887192,0.005732274614274502,0.07975003123283386,0.02063571847975254,0.07161697000265121,0.011643694713711739,0.07138018310070038,0.011515200138092041
39,7.500000356230885e-05,0.005648406222462654,0.07951625436544418,0.01788277179002762,0.005707467906177044,0.07958915829658508,0.02062109112739563,0.07136610150337219,0.01159647200256586,0.071251280605793,0.011467811651527882
40,7.500000356230885e-05,0.005632630083709955,0.07935991138219833,0.017846452072262764,0.00583724956959486,0.08020174503326416,0.020839661359786987,0.07213090360164642,0.011854391545057297,0.0710897371172905,0.011435730382800102
41,7.500000356230885e-05,0.005646685138344765,0.07953626662492752,0.017873063683509827,0.005775023717433214,0.0805114284157753,0.02076285518705845,0.07225874811410904,0.011731312610208988,0.07127826660871506,0.011463728733360767
42,3.7500001781154424e-05,0.0055307140573859215,0.07857944071292877,0.017601290717720985,0.005635273177176714,0.07967515289783478,0.020485127344727516,0.07133164256811142,0.011449269950389862,0.07034256309270859,0.011230404488742352
43,3.7500001781154424e-05,0.005524052772670984,0.07855460047721863,0.017564188688993454,0.00573493679985404,0.07962796837091446,0.020520474761724472,0.07149448245763779,0.011649947613477707,0.07033012807369232,0.011215892620384693
44,3.7500001781154424e-05,0.005495741963386536,0.0784134492278099,0.017526766285300255,0.005686777178198099,0.07941578328609467,0.020432082936167717,0.07130340486764908,0.011550052091479301,0.07017658650875092,0.011160526424646378
45,3.7500001781154424e-05,0.005483285523951054,0.07827392220497131,0.017498619854450226,0.005652482621371746,0.07946082949638367,0.020498894155025482,0.07122514396905899,0.011484695598483086,0.07002827525138855,0.011134791187942028
46,1.8750000890577212e-05,0.0054285177029669285,0.07786168903112411,0.01733827218413353,0.005616881884634495,0.07937617599964142,0.020375335589051247,0.07111518085002899,0.011411244049668312,0.06965896487236023,0.011023320257663727
47,1.8750000890577212e-05,0.005401137750595808,0.07769905775785446,0.01728622242808342,0.005623549222946167,0.079124815762043,0.02037343569099903,0.07091673463582993,0.011425239965319633,0.06948744505643845,0.010968809016048908
