,source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff_gspphot,logg_gspphot,mh_gspphot,vbroad,parallax,phot_g_mean_mag,alphafe_gspspec,original_ext_source_id,angular_distance,plate,mjd,fiberID,redshift,abs_g_mag,x_test_index,X_test_index
84645,2537522036310978176,13.196886800192804,0.9777719250586371,16.875181,14.991733,258.36658,705.4312,0.0,1.8834486,4163.188,4.5358,0.3132,,2.3348663230367026,15.96313,,1237663785276932191,0.048041433,1129,52641,576,-0.0001164533,7.804440103071592,3549,3549
84692,2537576663999557504,13.238701392243852,1.0940484801905108,18.106115,16.994934,84.20328,188.18614,0.0,1.1111813,4765.1255,4.3919,-1.267,,0.6612980140149196,17.627663,,1237666340798136434,0.061925106,1129,52641,571,2.661867e-05,6.729648750937635,664,664
84779,2537887280329893120,16.932615665743654,0.7303628370193601,17.837317,16.809145,131.3222,79.39244,0.0,1.0281715,4958.09,4.7503,-1.1533,,0.5144916929124986,17.401093,,1237663204921573561,0.032117534,1082,52523,579,-0.0007146207,5.957984364037065,1568,1568
84814,2537917345100448896,16.86889979927602,1.0931676961627255,16.506893,15.252214,277.11432,644.90125,0.09314979,1.2546787,,,,,1.0226321676677397,16.117483,,1237666340799709334,0.13384692,1082,52523,563,-0.0001467512,6.166080387370837,3419,3419
84817,2537920231318836096,17.538117353656663,0.6414861954527445,17.645798,16.514002,177.36623,171.11856,0.0,1.1317959,4813.577,4.4988,-0.3218,,0.6047727937228696,17.161253,,1237663204921835638,0.05724321,1499,53001,429,-3.393825e-05,6.069214204383044,1022,1022
84848,2537965032122429824,18.077204085857105,1.1462129607977065,17.376476,16.066536,132.04755,400.58752,0.13265581,1.3099403,4541.5107,4.5912,0.0822,,0.8257355577444055,16.782246,,1237666340800233606,0.020216249,695,52202,321,-7.288501e-05,6.366450568713297,556,556
84849,2537968025714961152,18.015641097745036,1.1902027168276295,17.78874,16.465937,94.06998,162.29286,0.15363535,1.3228035,4400.601,4.6484,-0.6785,,0.9280532139054575,17.192362,,1237678617425739840,0.104389094,1499,53001,419,-0.0001617263,7.030226226999211,3315,3315
84895,2538083268277555712,15.856795154300146,0.8927847539477299,17.607698,15.633245,69.59866,281.78452,0.15915354,1.974453,3758.0176,4.387,-0.4,,1.713083233565371,16.629389,,1237663785278046385,0.030790824,1082,52523,375,-0.0001139664,7.798281131912496,2597,2597
84924,2541859266085691136,5.638322453767969,-1.2460923753586408,17.50527,15.737434,123.50765,599.8175,0.0,1.7678356,4306.522,4.5829,0.3544,,1.5898679644346345,16.645584,,1237663782589235331,0.07068916,1119,52581,81,5.889259e-05,7.652389398807088,199,199
84962,2541957466218282112,5.993633552699596,-1.1072546379497075,17.115505,15.216626,273.08954,568.41833,0.0,1.898879,4241.2124,4.6614,0.3868,,2.2869073378406584,16.179867,,1237663782589431964,0.020670466,1119,52581,52,-4.358379e-05,7.976109630683759,1237,1237
84984,2541983167302605184,6.168283371885773,-0.9979544115398282,17.672794,15.871684,126.329025,341.6695,0.0,1.8011103,4231.1104,4.6816,-0.0049,,1.6308099096695408,16.79237,,1237657189834162373,0.040264003,1122,52876,6,1.317164e-05,7.854386551492816,1899,1899
84988,2541986878154381696,6.233395342227234,-0.8662266791599368,17.05283,15.2390175,220.74533,481.8429,0.0,1.8138123,4148.846,4.5294,0.0049,,2.173084895945479,16.165966,,1237657189834162383,0.019417947,1119,52581,2,-3.917164e-05,7.851349500145741,1954,1954
84999,2541994265498130432,6.377288852589472,-0.7859408422764131,18.33433,16.758322,82.86826,167.41367,0.0,1.5760078,4266.1055,4.578,-0.0197,,0.9945507899128048,17.581026,,1237663783126433997,0.039888088,1120,52589,5,-6.326268e-05,7.569160910578976,3874,3874
85034,2542067108142955136,5.216381584452229,-1.0671451212494405,17.340181,15.653863,205.96973,451.53934,0.0,1.6863184,4361.777,4.5829,0.2643,,1.7112942587713589,16.530972,,1237663782589038846,0.03945052,1122,52876,123,-0.0002186613,7.697594993778772,3386,3386
85043,2542070166159668864,5.200968036909383,-0.9579252023899096,16.395079,14.848376,404.0937,720.1795,0.0,1.5467024,,,,,1.7707078075617342,15.671345,,1237657189833769136,0.06881532,1120,52589,136,-2.136262e-05,6.912079268188599,2460,2460
85052,2542109714218484992,4.941744768824585,-1.0434325351268519,17.8354,16.181429,94.3037,239.5773,0.17977437,1.6539707,4257.6313,4.5443,0.183,,1.1184578088590924,17.044333,,1237657189833638043,0.049779005,1122,52876,216,8.68116e-05,7.287430534387067,3735,3735
85071,2542126825368187904,4.868573744943517,-0.8848717971904456,16.489119,14.927511,309.01346,657.2577,0.06571577,1.5616074,4326.149,4.6224,0.1734,,1.6826227227661021,15.776889,,1237657189833572486,0.025455186,1122,52876,213,-6.811987e-05,6.90682259482201,3744,3744
85074,2542129917744638080,4.666138855220884,-0.8588751598049307,16.274006,14.589951,265.1974,679.3832,0.0,1.6840553,,,,,2.670877583744273,15.473081,,1237657189833506931,0.015828442,1119,52581,241,-0.0001324772,7.606350550799704,644,644
85077,2542132387349837184,4.729154346022435,-0.7610127848729213,18.271664,16.794865,62.39839,131.72533,0.0,1.476799,4212.37,4.7019,-0.4486,,0.779893353552128,17.59029,,1237663783125713037,0.03869908,1122,52876,217,4.623049e-05,7.050466165529805,725,725
85087,2542142081092850304,5.652321195927025,-1.1249058156544105,18.136923,16.436516,116.49331,243.54715,0.0988238,1.700407,4206.0825,4.5183,0.0441,,1.3331254825361853,17.317768,,1237663782589235345,0.03229761,1121,52873,89,-0.0001963032,7.942123246874527,1137,1137
85126,2542167094982368128,5.447657835402032,-0.8190247455945688,17.96925,16.244364,116.910835,209.96869,0.0,1.724886,4246.016,4.4697,0.0601,,1.3063829652476855,17.127804,,1237663783126040775,0.06493524,1122,52876,95,0.0001262807,7.70815634611812,2696,2696
85150,2542187435947576064,6.244986776548559,-0.6651499639863545,17.421951,15.938112,182.1201,402.13107,0.0,1.483839,4291.479,4.4928,-0.2573,,1.3475415691397399,16.74054,,1237663783126368420,0.042285774,1122,52876,65,-5.619404e-06,7.3882504069751285,2360,2360
85157,2542198018746972544,5.91924617356214,-0.5698276701165994,18.185139,16.639185,102.99061,186.48787,0.0,1.5459538,4301.678,4.633,-0.014,,1.2252222039132548,17.451145,,1237657190370902119,0.04935031,1087,52930,315,-0.000199207,7.892219465344972,2157,2157
85180,2542213618068092544,5.239602163987537,-0.7852215711580925,17.709064,16.034178,163.52386,379.48517,0.20024037,1.6748867,4245.758,4.6375,0.0566,,0.8827953296909852,16.925907,,1237663783125975105,0.060297415,1119,52581,138,4.363507e-05,6.6552072696078355,3934,3934
85207,2542232034887852800,5.217575486677144,-0.6184476433325495,18.251646,16.624779,85.865906,263.4963,0.27340606,1.6268673,4242.321,4.5232,0.0135,,1.0263465380971444,17.476152,,1237657190370640017,0.04189103,1118,52559,131,4.947105e-05,7.532622528859481,182,182
85241,2542248866863068416,5.629738749780378,-0.4757655190302098,17.902952,16.478672,98.44014,204.78383,0.0,1.4242802,4346.832,4.6192,-0.2455,,1.1200665277081572,17.239012,,1237657190370771176,0.015437178,1121,52873,102,-8.019814e-05,7.48523085894189,1372,1372
85275,2542279485686593152,5.556769650566291,-0.10845433552558656,16.919153,15.507166,256.79785,414.99252,0.0,1.4119873,,,,,0.972690652282894,16.273886,,1237657190907641874,0.037807655,1122,52876,156,-0.0001059544,6.213759438199489,3298,3298
85339,2542488873932325248,9.44022222252835,-1.075010175096942,17.579008,15.95182,117.39703,307.61282,0.0,1.6271877,4207.7104,4.6356,0.0025,,1.371031251058767,16.811716,,1237663782590939229,0.07600951,1127,52932,42,6.27472e-05,7.496952850405261,909,909
85472,2542559929871226112,9.08222289348291,-0.7449907324599598,16.294704,14.873508,333.48587,975.38904,0.0,1.421196,4450.672,4.5673,0.1211,,1.8312634220513846,15.6493225,,1237663783127613573,0.07467448,1127,52932,94,0.0001213954,6.963076613892017,1582,1582
85529,2542676581182482048,7.779606000414239,-0.9676786355106459,16.35268,14.514322,326.63254,1043.2406,0.0988074,1.8383579,4148.1514,4.6779,0.1329,,3.053536912056222,15.453799,,1237657189834883202,0.082377784,1123,52882,293,1.50929e-05,7.877815118959727,1318,1318
85721,2542779591678874112,8.025098774600139,-0.7656364390197706,17.874237,16.14317,110.93453,365.3982,0.016743,1.7310677,4147.7983,4.6765,-0.001,,1.3164956249842874,17.034397,,1237663783127154876,0.019025672,1126,52618,293,4.685911e-05,7.631494226167682,56,56
85822,2542820582846829824,8.589577416456146,-0.32521201641206327,16.421299,14.773192,320.54156,708.54846,0.0,1.6481066,4276.249,4.6544,-0.1791,,2.753113773437852,15.642039,,1237663783664287931,0.046768475,1125,52606,236,-0.0003645589,7.841160094727002,1657,1657
85872,2542848242435403520,9.882737668624396,-1.0761252544704065,16.874426,15.807755,201.6019,327.08087,0.0,1.0666704,4895.7593,4.1958,-0.5936,,0.8792221084811909,16.42382,,1237663782591135747,0.08326393,1133,52993,20,-0.0001938338,6.144313496132735,681,681
85876,2542851334811854976,9.722137062330598,-1.008673075327593,16.616129,15.434378,431.70764,564.83136,0.0,1.1817513,4704.952,4.5023,-0.546,,1.147013368556808,16.10707,,1237657189835735062,0.086073615,1134,52644,64,-0.0001820836,6.404913321235924,3732,3732
85916,2542868544744795392,9.526556627655127,-0.86828247148742,17.357656,16.356133,191.32382,233.83592,0.32304332,1.001524,5041.9697,4.1895,-0.789,,0.6899529753051659,16.939476,,1237657189835604039,0.08782042,1134,52644,71,-0.0001553253,6.1335734722218405,133,133
85945,2542877620011712256,9.782627199468164,-0.6970499961578983,17.474413,16.06582,132.98866,222.09663,0.15139252,1.4085922,4373.9727,4.5209,-0.0613,,1.1575356478495513,16.86613,,1237663783127941243,0.018017692,1127,52932,2,-3.45754e-05,7.183802701717571,3044,3044
86002,2542907169385629952,10.236510813404012,-0.52936580073476,17.806707,16.708925,149.99338,124.16383,0.15660451,1.0977821,5031.1147,4.8183,-2.416,,0.5854887222737143,17.479574,,1237656971300831325,0.07654675,1134,52644,2,-0.0002024099,6.317166873876712,339,339
86139,2542975025574253312,9.630506879980034,-0.26541947440989627,18.406576,16.804777,62.174816,153.10999,0.0,1.601799,4196.098,4.6866,-0.0501,,0.9987236813570081,17.638887,,1237663783664746617,0.08163633,1126,52618,61,-2.839834e-05,7.63611414451751,529,529
86151,2542981730017696512,9.76613430617097,-0.17247542850393677,17.927845,16.299702,95.48981,216.95705,0.09681435,1.6281433,4261.087,4.6557,0.3859,,1.2308038151235983,17.27982,,1237657190909476977,0.095409654,1125,52606,78,1.744356e-06,7.730763657327742,1039,1039
86196,2543018323139666688,10.472661321883788,-0.11381311842638195,17.644209,16.420462,138.43227,241.74623,0.0,1.2237473,4658.3228,4.5087,-0.1235,,0.6268498051395316,17.10558,,1237657190909804683,0.012009512,1495,52944,228,-0.0001844912,6.091396852200575,3165,3165
86261,2543080338172081024,10.015996078379061,0.026727825257492146,16.917103,15.826405,282.90137,354.9313,0.0,1.0906982,4883.0874,4.476,-0.5267,,0.8882514638893453,16.453592,,1237663784201748527,0.04921029,1086,52525,37,0.0001009039,6.19627195993586,3580,3580
86301,2543108998489212544,10.402093102195199,0.18796863752179369,16.896456,15.136579,196.38574,348.42935,0.0,1.7598772,5329.1167,4.6491,-1.0885,,1.6342421169940344,16.055721,,1237663784201945254,0.04163954,1495,52944,440,-6.552614e-05,7.1223032767591405,2315,2315
86341,2543133011650573824,9.148057773036452,-0.4378880794427961,17.327017,16.121943,207.89442,275.47717,0.0,1.2050743,4668.6323,4.6782,-0.4992,,1.020056273794381,16.799482,,1237657190372343958,0.100775726,1134,52644,160,0.0001963491,6.8426030020584605,3647,3647
86389,2543153803588998400,9.186623440154865,-0.20541568235853044,16.154358,14.607995,386.41513,623.45917,0.33299628,1.5463629,4338.4644,4.5468,0.1924,,2.022130783500207,15.476659,,1237657190909214760,0.076603815,1125,52606,142,7.033927e-06,7.005705024254436,3316,3316
86394,2543157480080981376,9.028636042032304,-0.19264852643121755,18.149519,16.828709,94.752914,169.28253,0.0,1.3208103,4551.487,4.6664,-0.0725,,0.772857926228244,17.55418,,1237657190909149349,0.036404803,1494,52937,153,-9.064283e-06,6.9946784717372665,1345,1345
86405,2543159816543209472,9.142300942053721,-0.10730099658286432,16.48372,15.283379,323.40643,755.1821,0.0,1.2003422,4751.709,4.5447,0.3077,,1.1496390818044464,15.956575,,1237657190909214745,0.09005789,1494,52937,160,-2.77792e-05,6.259382989434226,1404,1404
86489,2543191732443972096,9.544779145423666,0.17297696656866043,17.790472,16.134274,113.01769,258.1346,0.2336523,1.6561985,4307.6523,4.5581,0.2508,,1.2169922500706973,17.003443,,1237663784201552107,0.04340347,1124,52914,556,-1.174457e-05,7.429881827321427,3573,3573
86495,2543194687381474304,9.495888334261005,0.17716747379379558,17.091646,15.960308,167.4971,305.75018,0.141203,1.1313381,4779.32,4.4964,-0.5506,,0.9158571530242812,16.607328,,1237663784201552063,0.03399229,1134,52644,485,-6.439335e-06,6.416467123370374,1725,1725
86517,2543208057615875072,9.031812194433952,-0.047688549610586536,16.603235,15.4104805,258.592,548.1247,0.0,1.1927547,4659.1567,4.4303,-0.4999,,1.163699152898385,16.085884,,1237657190909149218,0.017462926,1135,53024,482,-0.0002662532,6.415087685138712,283,283
86519,2543208332493801216,9.10138698672081,-0.03168812867949729,17.371675,16.297453,210.96059,254.25949,0.0,1.0742226,4936.959,4.6177,-0.3462,,0.7708743524065785,16.906328,,1237657190909214813,0.07654325,1135,53024,518,-6.288409e-05,6.341246184263593,3790,3790
86536,2543214242368777216,8.964055726628603,0.11468114538184944,17.336275,16.000948,252.59302,329.59644,0.0,1.3353271,4437.6875,4.4188,-0.3907,,0.7892343329193032,16.736034,,1237663784201289962,0.0517501,1123,52882,493,-0.0002476278,6.222064240688503,4043,4043
86617,2543259322345852544,9.175487064616814,0.3820401134592979,17.995628,16.925621,102.61172,131.53539,0.0,1.0700073,4942.3555,4.6612,-0.6229,,0.5786805487032788,17.523106,,1237657191446085789,0.031294107,1134,52644,469,-0.0002182095,6.335300044277055,3915,3915
86636,2543264476306290048,9.035067000184336,0.4636548717716584,17.48286,15.932557,125.92045,341.16333,0.0,1.5503035,4407.4746,4.5755,0.19,,1.2842822052357408,16.76164,,1237663716018290812,0.0025148827,1124,52914,490,-6.104571e-05,7.304942874185311,4066,4066
86679,2543284542392537984,9.981671215803118,0.4084036061963008,17.629538,15.964476,137.34653,264.84824,0.0,1.665062,4229.197,4.487,-0.1628,,1.4236873166838342,16.840347,,1237657191446478924,0.027585857,1126,52618,587,-0.00019409,7.607420370145228,3701,3701
86760,2543323398960984064,10.094869453171711,0.5920210128417513,18.15775,16.635975,93.9125,221.05789,0.085237876,1.5217743,4146.0615,4.5858,-0.432,,0.8572662680557899,17.462423,,1237663716018749611,0.047717985,1126,52618,631,-0.0001581757,7.128002001217883,2641,2641
86786,2543334226574242176,10.061547990150826,0.7104617505783316,16.844389,15.232387,312.2695,765.7386,0.0,1.6120024,4412.348,4.5387,0.3315,,1.7509289085768007,16.081825,,1237663204918558869,0.09259861,1124,52914,610,5.252523e-05,7.29816782217441,1835,1835
86803,2543342713429546624,9.469969783495088,0.4653354142127421,16.446869,15.019608,296.35812,695.9854,0.0,1.4272614,,,,,1.380439085245427,15.801011,,1237663716018487321,0.02312156,1125,52606,556,-5.821404e-05,6.50109732175045,1420,1420
86829,2543351475162842368,9.637104916745365,0.6017688398552102,17.786215,16.129555,96.67158,320.14056,0.112606496,1.6566601,4154.742,4.5852,-0.0266,,1.3836351959563917,16.99662,,1237663716018552967,0.024812432,1126,52618,559,-6.686293e-05,7.701728182052065,1697,1697
86851,2543361508206427648,9.190214550022384,0.6304681541389974,16.194765,14.620451,317.92538,725.6693,0.56761086,1.5743141,4220.8906,4.2086,-0.1717,,1.9238303369420509,15.463532,,1237663204918165715,0.06780644,1126,52618,488,9.190704e-05,6.884366292096139,1594,1594
86962,2543453042550077568,7.5080340544465445,-0.6898942662296875,18.075377,16.784397,104.97032,175.53734,0.0,1.2909794,4481.732,4.4132,-0.7157,,0.42702841193821034,17.496773,,1237663783126958163,0.038813785,1087,52930,47,-0.0004757028,5.649056622942018,1787,1787
86977,2543482042169175680,6.715940930126634,-0.7271621765387213,18.106594,16.670458,100.56554,143.51564,0.0,1.4361362,4486.089,4.5748,0.1723,,0.7888676793370706,17.443914,,1237663783126565039,0.008119521,1493,52933,215,1.878539e-05,6.928935228276046,3305,3305
87013,2543538426499857152,6.925050483882859,-0.21032715044470363,16.418541,14.987161,338.96954,547.8133,0.06628578,1.4313803,4415.423,4.4627,-0.8102,,1.5102778649751543,15.770837,,1237667172392304690,0.031038495,1493,52933,170,-9.900948e-05,6.6661211166833745,3049,3049
87069,2543568319472682368,7.565637338894938,-0.31306852180313793,17.006697,15.87432,248.551,413.33832,0.0,1.1323767,4855.2017,4.6129,-0.3116,,0.8760063359784336,16.522112,,1237663783663829023,0.012145371,1133,52993,301,-3.350011e-05,6.234648129422563,2706,2706
87070,2543568594350590976,7.679229828198012,-0.33012582490414716,16.735317,14.900309,265.5748,863.225,0.0,1.8350086,4205.6226,4.535,0.2422,,2.0435025410430963,15.837726,,1237663783663894718,0.038276758,1126,52618,303,1.030761e-05,7.389601549753355,2905,2905
87182,2543642295989347840,7.084480297981631,-0.006042317697652597,17.223259,15.811175,231.43715,371.34717,0.0,1.4120836,4353.1626,4.5115,-0.0843,,1.2665716944288732,16.579098,,1237657190908297429,0.024316715,1493,52933,157,8.218286e-05,7.092246638347071,2757,2757
87185,2543647621748824704,7.4795651665086,0.08601872282799257,15.988591,14.84746,636.0764,594.721,0.13881075,1.1411314,4788.4595,4.481,-0.4608,,1.2691749407101864,15.495678,,1237663784200634435,0.08859126,1135,53024,358,-1.061808e-05,6.013285390814648,436,436
87196,2543656280402933760,7.7440091953185295,0.12858128793679635,18.152857,16.211185,83.03569,295.7841,0.0,1.9416714,4105.559,4.3943,0.1417,,1.2456777160953294,17.203829,,1237663784200765613,0.116743885,1124,52914,341,-2.381829e-05,7.680857288807079,1431,1431
87228,2543672974940035712,7.512780450617683,0.21114588500420756,17.631483,16.442678,230.3175,292.6471,0.0,1.1888046,4643.96,4.4233,-0.7848,,0.8571059800588161,17.109549,,1237667172929437819,0.06273482,1134,52644,335,0.0001127789,6.774721194730468,297,297
87231,2543674250546092416,7.618316547213866,0.2531485207976482,17.275057,16.168783,149.67989,297.3568,0.10021489,1.1062737,4818.8623,4.6443,-0.4313,,0.727011041173713,16.813675,,1237657191445430385,0.03826138,1133,52993,357,-5.983495e-05,6.121379959625251,1774,1774
87270,2543698164923762816,6.496550165550424,-0.4377530728599176,16.285791,14.695563,366.29803,623.7566,0.1801793,1.5902281,4372.4097,4.5873,0.2633,,2.393381691038246,15.55842,,1237657190371164225,0.019595645,1119,52581,24,-6.658431e-05,7.453480003411769,622,622
87276,2543704693274048000,6.405518807931132,-0.23690134436343344,18.153782,16.337929,96.412674,412.95398,0.16153762,1.8158531,4188.0664,4.667,0.0207,,1.1297850020053612,17.259811,,1237663783663304826,0.013013031,1119,52581,33,-8.267794e-05,7.524790427074052,2368,2368
87309,2543743554138171392,6.441649128794967,-0.0738555481146277,16.951332,15.87769,272.45425,355.40082,0.0691239,1.0736418,4960.7637,4.6168,-0.3496,,0.875288236349916,16.498371,,1237657190908035111,0.034904953,1493,52933,237,-2.076767e-05,6.209126582767208,218,218
87328,2543763551505841024,6.029483875980094,-0.12266231977811291,18.32127,16.544088,88.80273,245.1607,0.044332728,1.7771816,4306.607,4.5853,0.4588,,1.123842702706177,17.4456,,1237657190907838610,0.069454335,1122,52876,76,-0.0001053184,7.699128159548977,3738,3738
87353,2543777054883040512,6.133743039430291,0.1068122814965387,17.46162,15.6202135,150.73592,404.10843,0.0,1.8414068,4153.7573,4.4892,0.2054,,1.8673966654065528,16.557026,,1237663784200044719,0.015849303,1120,52589,599,2.680901e-05,7.9132088042026965,1929,1929
87427,2543837081345895680,7.009602838624298,0.19290171798653769,17.5993,15.886934,138.15762,289.92484,0.0,1.7123661,4234.9097,4.6512,-0.0361,,1.661763988999968,16.783323,,1237663784200437959,0.02468987,1087,52930,495,-0.0001794768,7.886170005080185,2495,2495
87440,2543867798952071936,7.468059972664725,0.4104630853022785,17.96892,15.98533,111.68952,334.89224,0.31292677,1.9835901,3876.7334,4.586,-0.2523,,1.5098731615563419,16.97394,,1237657191445364850,0.12685902,1123,52882,342,-3.059798e-05,7.86864222299025,189,189
87469,2543923633526814720,6.365152681988084,0.5781468946553725,17.489565,15.690462,154.58888,389.61185,0.0,1.7991028,4108.894,4.6623,0.0049,,1.617980675830896,16.614605,,1237663716017111155,0.02819618,1122,52876,626,-1.115394e-05,7.659471601752323,3528,3528
87507,2543981392247656064,8.606732841796656,0.25031946329772853,17.217556,15.218341,214.9629,639.99927,0.045459192,1.9992151,4110.873,4.5426,0.1664,,2.2122620320887374,16.218103,,1237657191445823659,0.04458151,1127,52932,430,5.081302e-05,7.942286237958854,3114,3114
87515,2543983728709863936,8.731882712139189,0.3451564843469542,16.63363,15.195085,444.64386,514.6218,0.06062741,1.4385462,4496.3086,4.5766,0.3132,,1.407737048947242,15.973156,,1237657191445889120,0.054104913,1127,52932,462,2.007929e-05,6.715763678150342,1326,1326
87542,2544000255744014720,8.552431165071285,0.4403870288042423,16.931452,15.425663,339.036,580.22034,0.0,1.5057888,4403.2837,4.5185,0.214,,1.188413482289792,16.231134,,1237663716018094227,0.048714653,1125,52606,466,-0.0001215277,6.605972265348008,336,336
87591,2544024513719299712,8.620079900363757,0.5264459189478493,16.7649,14.92735,257.53833,883.8832,0.43161798,1.8375502,4169.3564,4.6446,0.1304,,2.1087250313230275,15.868235,,1237663716018094279,0.0409753,1126,52618,467,0.0002019916,7.488334400890768,3040,3040
87674,2544066157722114432,7.960180375467023,0.6730561649665753,16.301697,14.619463,464.4718,1092.3215,1.7086834,1.6822338,4015.942,4.2117,-0.6713,,1.3998134981096944,15.553014,,1237663204917641269,0.045148373,1126,52618,384,-0.0003098384,6.283364686618327,1779,1779
87716,2544084299664046848,8.402552266083694,0.818626574496407,18.296146,16.533623,90.67346,215.99246,0.0,1.7625237,4105.4194,4.6616,-0.0041,,1.0979695749857474,17.4406,,1237663204917837856,0.025137428,1123,52882,416,-8.242515e-05,7.643550970883414,3721,3721
87721,2544085360519114112,8.647259514883539,0.7854571826147752,17.77897,16.384218,104.91613,201.91869,0.0,1.3947525,4364.9604,4.4855,-0.2242,,0.9422217248301629,17.140404,,1237663204917969072,0.0791226,1125,52606,407,0.000104593,7.011169315341203,3081,3081
87756,2544103914778457984,8.402691525458774,0.9488297731630769,18.189669,16.60855,81.76561,174.5857,0.0,1.5811195,4242.249,4.6183,-0.1468,,0.9054102035394025,17.435278,,1237663716554899676,0.017516294,1126,52618,403,1.467024e-05,7.219504861230991,2305,2305
87820,2544132094058858112,9.131042986075672,0.900999827026853,17.88103,16.721493,154.8262,200.91246,0.0,1.1595364,4711.6387,4.4505,-0.8843,,0.5383586856156781,17.374018,,1237663716555227140,0.037951156,1135,53024,527,-0.0003507785,6.029376336154925,3272,3272
87823,2544132987412032384,9.016664560132291,0.9226725487343375,17.65111,16.163149,134.81161,307.71167,0.1605994,1.4879608,4298.468,4.5044,-0.0108,,1.0273339512580455,16.951622,,1237663716555161718,0.03795648,1494,52937,539,3.735775e-05,7.0101802136968665,2783,2783
87839,2544143054815395584,9.122705782316542,1.039380300087811,16.852852,15.62373,173.42253,454.0945,0.08357847,1.2291222,4599.8286,4.4742,-0.4492,,0.9927058010067913,16.312527,,1237663716555227241,0.014185271,1494,52937,526,-0.0002394664,6.296629501599874,708,708
87949,2544202630306454656,8.707950650607584,1.198590202814335,17.166403,15.692359,140.41742,479.0731,0.45142624,1.4740438,4258.585,4.2246,-0.2207,,1.0435762737619725,16.591719,,1237678432718160026,0.021483945,1125,52606,408,2.332371e-05,6.684339656877125,3945,3945
87970,2544252868540580736,7.768900438693645,0.64429159426168,16.287933,14.553483,366.49338,1118.7482,0.0,1.7344503,,,,,2.921395590712962,15.452789,,1237663204917575834,0.038338214,1127,52932,341,-8.390316e-05,7.7807411538691404,2912,2912
88068,2544735244906381056,3.6732297903123565,-1.1114615375825279,16.591223,15.542286,140.19768,290.64917,0.0,1.0489368,4964.687,4.4815,-0.7395,,0.9747184949093154,16.152447,,1237663782588383297,0.051791117,1089,52913,109,-0.0002589384,6.096842780395804,2936,2936
88073,2544770429278407040,2.972880575073514,-1.1104297455199579,18.04576,16.806614,74.73349,197.5146,0.2358042,1.2391453,4678.77,4.5976,-0.0039,,0.5682935978601539,17.472187,,1237663275781587089,0.07936602,1089,52913,273,1.868361e-05,6.245050859767133,2270,2270
88100,2544978404479317504,2.5409032861241836,-0.9217529017653948,17.232721,15.851383,124.55211,245.93355,0.0,1.3813381,4345.534,4.1856,-0.3617,,0.8470528546422869,16.615538,,1237657189832589406,0.11828655,1089,52913,311,1.913246e-05,6.2550901954599,2199,2199
88125,2545129587328152960,4.134105830121052,-0.6931159366680278,18.152573,16.722368,80.40508,225.82666,0.1838668,1.4302044,4314.98,4.5303,0.0245,,0.66686069861771,17.500933,,1237663783125450898,0.025879618,1120,52589,294,0.000102158,6.621108308791747,114,114
88126,2545131133516383872,4.158088032224744,-0.6678314934710956,18.388453,16.689957,57.658127,198.07504,0.0,1.6984959,3991.3823,4.8054,-0.7067,,1.1277055813081496,17.571657,,1237663783125450908,0.030974677,1118,52559,293,-0.0001114788,7.832635830161685,1393,1393
88139,2545138147198467328,4.512949980332225,-0.7090071721624633,18.492447,16.629364,76.10495,204.36153,0.32506117,1.8630829,3725.0608,4.5605,-0.6295,,0.8025453273743062,17.570688,,1237663783125647498,0.022274334,1119,52581,288,3.103229e-05,7.093036100246632,449,449
88145,2545139693386693504,4.516788152061621,-0.6884426646602215,16.783688,15.206661,197.91112,445.01785,0.0,1.5770264,4449.201,4.614,0.4178,,1.1854826514607681,16.038076,,1237663783125647500,0.024390407,1119,52581,282,-0.0001000457,6.407552414892244,287,287
88149,2545141991193294464,4.736132995698753,-0.6639491975937107,18.416346,16.754457,65.8293,147.05173,0.0,1.6618881,4003.4302,4.7381,-0.3613,,0.9823673703336219,17.625868,,1237663783125713049,0.04618399,1089,52913,5,-7.888205e-05,7.587237487616459,3269,3269
88172,2545159411580686592,4.5249139323270064,-0.555026034685614,18.052095,16.631344,65.3886,134.06616,0.0,1.4207516,4356.302,4.5769,0.1611,,0.7241327617786515,17.395153,,1237657190370312301,0.018450217,1118,52559,230,-0.0001131346,6.694244028726356,3391,3391
88200,2545201815793584512,3.8508119167905024,-0.3577065469086728,16.94518,15.745995,152.64345,207.0676,0.0,1.1991863,4928.1963,4.8361,-2.0568,,1.300955388310647,16.425667,,1237663783662190655,0.042249013,1492,52932,303,-0.0005616483,6.996978830157822,8,8
88271,2545259196557506816,4.8097098808054195,-0.2661820071595794,18.058958,16.213556,103.7265,324.71506,0.0,1.8454018,4000.5278,4.6568,0.0362,,1.0715627866635258,17.159449,,1237663783662649411,0.016092198,1121,52873,198,5.682995e-05,7.309536738542867,3819,3819
88276,2545266034145476608,4.926017297433961,-0.15977823370007727,18.382654,16.82025,89.77898,200.02223,0.0,1.5624046,4374.0903,4.6726,-0.0169,,0.9429833804025948,17.638582,,1237657190907379820,0.015265263,1121,52873,192,-3.79278e-05,7.5111024225530265,894,894
88278,2545266205944170752,5.034780594692563,-0.19558237568261244,17.493544,15.551818,149.35745,449.2385,0.0,1.9417257,4119.159,4.534,0.2004,,1.8800090365330502,16.522984,,1237657190907379923,0.03316155,1122,52876,196,-0.0001390539,7.8937832348624255,2997,2997
