,source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff_gspphot,logg_gspphot,mh_gspphot,vbroad,parallax,phot_g_mean_mag,alphafe_gspspec,original_ext_source_id,angular_distance,plate,mjd,fiberID,redshift,abs_g_mag,x_test_index,X_test_index
39299,1036976805163521152,132.72098152901623,56.2772143084671,18.11864,18.263231,93.422264,50.36808,0.0,-0.14459038,,,,,4.628291620501437,18.149874,,1237660936628207785,0.020805629,483,51924,314,4.090605e-05,11.476977309880745,2346,2346
39355,1038304804755240192,140.0486287447627,58.929410384815604,17.82803,17.513544,119.24924,88.804985,0.0,0.31448555,,,,,7.291544231807683,17.710993,,1237651538166022233,0.0051587373,484,51907,638,-8.28984e-05,12.025090386340317,3499,3499
40053,1051204996727011200,150.76970645643192,61.6824537549755,18.983797,18.568268,66.419174,46.285942,0.0,0.41552925,,,,,6.45064484225992,18.781866,,1237651196716449929,0.04528659,771,52370,355,-0.0001127871,12.829881730069207,2911,2911
40469,1058284412796260480,177.7183379080014,68.52092072445353,15.340309,14.7589855,664.87506,499.0281,0.0,0.5813236,,,,,58.513040459652075,15.127092,,1237651540321697854,0.04363879,492,51955,523,6.463747e-05,13.963355689171959,4024,4024
47186,1294445526029702912,222.74131225118234,37.182794965252164,18.70619,18.369741,75.28936,47.326397,0.29778227,0.33644867,,,,,6.491367408106462,18.581161,,1237662196149911671,0.024390617,1351,52790,282,-0.0001232655,12.642842452395556,865,865
47913,1302128840269131008,245.86760504531318,23.724002113009462,18.902655,18.529884,54.517666,59.34018,0.0,0.3727703,,,,,6.381243644054876,18.782679,,1237662306202681647,0.04049384,1574,53476,87,-0.0002660669,12.807205238418401,345,345
49781,1325446703051479168,246.9877807929094,33.229472199304,18.137518,17.818329,58.377594,53.720947,0.0,0.31918907,,,,,4.99180913888276,18.294046,,1237662303521079456,0.11026669,1058,52520,221,4.46862e-05,11.785336260995763,241,241
49887,1326768895848096128,250.60598608436305,34.68551942480852,18.722464,18.292597,44.663322,42.12213,0.0,0.4298668,,,,,7.756034879916343,18.537794,,1237659324958048260,0.027872942,1174,52782,137,-0.0001907889,12.98599288061357,783,783
50727,1328719605570278400,245.51269086748337,33.973136234156215,17.576195,17.58728,133.58424,70.81318,0.0,-0.01108551,,,,,7.151533973180672,17.554104,,1237662501082365997,0.021400044,1057,52522,248,-8.414836e-05,11.826099881746526,1407,1407
50938,1331355130646106624,247.58378522010165,38.279303910102456,18.557741,18.692677,60.91957,32.374138,0.0,-0.13493538,,,,,3.4219325205880744,18.547443,,1237659325493018658,0.057845257,1173,52790,478,-1.790018e-05,11.21880059560064,789,789
53358,1377298017854084480,234.34832462756225,38.4802622868576,18.424013,18.514788,58.267338,34.512196,0.0,-0.090774536,,,,,4.3160621186988335,18.429522,,1237662474763567129,0.065806754,1294,52753,572,-0.0001383004,11.604959993751564,2943,2943
53452,1378599873981320448,241.3781777340838,37.74143767007713,17.686295,17.463978,70.81627,83.79548,0.0,0.22231674,,,,,9.780213226908954,17.604836,,1237659131681308676,0.060260367,1055,52761,204,-0.0001722245,12.556577126860873,60,60
53510,1379535803190192896,239.80767864530026,38.3590798152813,17.225674,17.321663,126.35206,109.13939,0.0,-0.09598923,,,,,7.1265488079288195,17.234911,,1237662303517671532,0.052970298,1055,52761,347,-5.155284e-05,11.49930728425604,1973,1973
53772,1383821420340997248,237.19164295074023,40.95787612215944,18.410643,17.755688,66.74797,71.457466,0.0,0.6549549,,,,,4.65810101870578,18.200005,,1237659132216148045,0.0384922,1053,52468,95,0.0003234661,11.541049091149102,3515,3515
53787,1383950887835745664,238.1877773823421,41.61849717542501,18.310041,18.071123,46.453022,65.81363,0.1873341,0.2389183,,,,,6.421081630318305,18.208687,,1237659161200099361,0.103047185,1053,52468,33,-0.0001551769,12.24672778399816,209,209
54025,1388871374168477056,230.35429770405338,39.26013818652518,18.324959,18.401268,62.008854,37.17503,0.0,-0.076309204,,,,,4.542191837256075,18.330645,,1237658203989278760,0.061736733,1293,52765,278,-0.0001248344,11.616971969977005,2503,2503
54405,1394896148133020288,233.3817362050437,45.78099259336434,18.06392,17.91089,66.8356,73.75091,0.15352902,0.15302849,,,,,7.239653340319694,17.991974,,1237659162271481950,0.0406604,1332,52781,164,-0.0001790106,12.290562732807174,3736,3736
54748,1400594096562061056,242.4047840134114,50.79562409459696,18.773287,18.373913,43.98098,45.493786,0.0,0.399374,,,,,7.070350474789792,18.614174,,1237668610123366606,0.02376346,620,52375,8,0.00011384,12.861378599937236,471,471
55348,1411091164136401920,245.41552987674052,48.21180942516113,18.903261,18.534082,48.282368,38.48033,0.0,0.36917877,,,,,9.1044599834286,18.7639,,1237655130911015165,0.017662926,625,52145,299,-2.165596e-06,13.560171713876006,67,67
59163,1486460384118098688,219.88217035007014,37.69675669429401,18.406153,18.53341,79.307236,32.090275,0.0,-0.1272564,,,,,4.128072755596693,18.444052,,1237662195612057623,0.043943007,1382,53115,531,-0.0001033502,11.522788457301285,2584,2584
59340,1488968748097827584,222.15028552743362,41.11667645462907,18.226627,18.313963,87.6539,41.633057,0.22892539,-0.08733559,,,,,4.513169077518428,18.217388,,1237661361841504320,0.011686721,1397,53119,440,-0.0001868792,11.489796172391728,2281,2281
59443,1490158179160710912,222.2834754015334,42.43794767804304,19.003002,18.58727,48.080418,35.798195,0.0,0.41573143,,,,,6.732047835794789,18.846327,,1237658203449393345,0.085082956,1290,52734,270,-0.0002499774,12.987062794370274,1053,1053
60082,1501012287368950528,205.2815810595387,41.83367869763613,17.678823,17.288923,180.02916,92.259224,0.0,0.3899002,,,,,17.0437793810326,17.548454,,1237662196143685661,0.05853747,1345,52814,281,0.0001538938,13.706283804406898,2498,2498
62013,1531053247143615488,192.9649083413025,46.773868531301524,17.868639,17.680662,123.3786,73.04514,0.0,0.18797684,,,,,9.313127263282071,17.803608,,1237661433773883410,0.0167374,1457,53116,215,0.00379633,12.649085628681295,253,253
62309,1534384148897669248,189.4655440778604,41.94173712936637,17.542414,16.563667,114.033455,89.64794,0.23955734,0.9787464,,,,,27.712041387124042,17.12868,,1237662193991090214,0.08948367,1454,53090,146,0.0006878812,14.34202187023197,1609,1609
63383,1549208138324951936,180.64442728030102,53.74905147408657,18.19401,17.865921,93.00523,60.970314,0.31676257,0.32808876,,,,,12.515421650702764,18.071318,,1237658800426254348,0.039892033,1018,52672,287,7.25249e-05,13.55854510165516,3005,3005
63649,1554843655110340992,197.27224752290132,49.2329415178292,17.406876,17.184822,213.13408,116.686745,0.0,0.22205353,,,,,12.67107176389673,17.331205,,1237658204515008556,0.08589374,1281,52753,439,2.240068,12.84527212101505,3893,3893
64449,1568852322304497280,188.5638138232695,52.13534074617969,18.477365,18.142803,83.03405,60.893192,0.0,0.3345623,,,,,8.752687653368655,18.317226,,1237657628993323079,0.031127093,885,52379,269,-8.108887e-05,13.02793356290945,101,101
64535,1570271658673389568,194.3898777952205,54.480731319323894,16.844053,16.413183,236.07266,228.09459,0.12992284,0.43087006,,,,,8.321272290794164,16.689363,,1237658917458608133,0.009383484,1039,52707,263,-0.0006623257,11.290312146300941,2732,2732
64655,1572381788989547392,186.82543601167927,53.69669699419097,18.292374,18.116901,88.75311,59.72451,0.0,0.17547226,,,,,4.243164500747539,18.210672,,1237657858222325856,0.07793217,884,52374,445,8.037936e-05,11.349121723541,1040,1040
