source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff,logg,mh,vbroad,alpha
209368252544556416,82.32153158833815,47.36639806143878,13.850442,12.236315,1552.3468,2674.1292,0.032275423,1.6141272,5179.493,3.1385,-0.0507,12.572718,0.26
212030445075625088,78.1208282893543,46.45080066409636,13.7620735,12.137916,1678.0527,4372.2544,0.068294495,1.6241579,5239.689,2.8098,-0.1328,10.897717,0.01
240014974506204672,47.173439766679486,41.763519239158335,13.208119,12.259212,1853.33,2558.294,0.05479425,0.94890785,5683.6235,4.3477,-0.0237,,-0.08
247723405712171520,53.87853190697489,45.46734291137944,13.132516,12.166609,1404.0898,2403.1584,0.05606441,0.9659071,5823.041,4.2809,-0.6366,,0.04
248266843634179584,55.76295596876466,46.77701180343974,13.138078,11.42509,1060.8013,1514.8977,0.04907105,1.7129879,5055.6675,2.7247,0.0147,11.44041,-0.02
259976539388286208,74.8515828633981,51.934481044289896,13.030161,11.899182,1818.9368,2596.2336,0.1266599,1.1309786,5349.8613,4.1054,-0.0611,13.452744,-0.0
264039372290928384,87.13839995147936,53.25946945643,13.269434,12.270882,2045.9789,2449.2563,0.107496984,0.9985523,5786.5625,4.0614,-0.2856,,0.81
275501368694974976,65.98349344430902,54.222005935685104,13.803465,11.729748,1169.9407,2109.9646,1.7957982,2.073717,5967.574,1.7599,0.0266,8.274588,-0.19
279622303915836032,75.93446768263499,56.2242405787058,14.00711,12.096436,954.3838,1332.0071,0.0,1.9106741,5610.8843,2.8979,-0.0665,17.686563,-0.1
356426760231982848,30.61893292410763,47.204835941189344,12.80192,11.503224,1274.3589,2630.3823,0.039269567,1.2986956,4881.618,3.0618,0.102,,0.05
386602414475228032,0.11778878020904789,45.590709424681286,11.42327,10.603338,2326.317,3495.369,0.12016119,0.819932,6323.61,3.8853,-0.4904,,0.15
392865915605715456,4.124224055765172,49.15261599869735,12.270052,11.846221,2867.6567,3784.713,0.17074402,0.423831,7510.082,4.1815,0.1953,,0.27
406886342424977280,22.430171436725832,51.67048586299999,10.49586,9.159406,3613.7327,5899.548,0.07865219,1.3364544,4874.7544,2.6569,-0.1256,6.576539,0.04
410124606029242112,19.39611719357219,52.46653456919006,13.318045,12.085397,2179.591,2851.249,0.43797052,1.2326479,5013.191,4.2788,-0.1151,15.708353,-0.04
425076795940736640,12.120104312752357,58.14375394440355,13.820961,12.133726,1658.1401,2943.6465,0.0694564,1.6872349,4826.376,2.0965,-0.07,7.7147865,0.1
451043274854040448,39.90758202339377,50.89990577455579,13.492102,11.66014,626.8515,1804.8883,0.08103,1.8319616,4519.023,2.0947,-0.198,,-0.07
454682525205975296,39.634115489720735,56.076206981422196,13.488279,11.782512,1060.8125,2176.8809,0.05270325,1.7057676,4990.3096,2.6641,-0.1543,14.155959,-0.06
472470527397481984,69.61675016213877,61.59318285431916,10.497061,9.983352,4674.87,6486.2393,0.21099195,0.51370907,10146.621,4.1369,0.4439,9.461934,-0.39
490314432883062400,59.54811874847022,67.53485836105874,13.19574,11.911481,2790.8635,4573.5884,0.3029222,1.2842588,5340.996,3.5673,-0.1599,,0.06
501200560070593408,65.32503221756815,72.28985139456891,12.014162,11.094292,2073.0466,4961.479,0.08445504,0.9198704,5552.7334,4.2803,0.1451,6.127384,-0.02
505323556883449344,29.052361650864828,57.192361942844734,12.465159,10.96989,1968.3489,4391.023,0.10332464,1.4952698,4997.605,2.7435,0.103,10.717529,0.02
519209048706114432,26.89315388427238,66.2122179351706,13.253413,9.98689,392.7453,930.54645,0.2221744,3.2665234,4301.848,0.6762,-0.0189,8.050905,0.01
526282481888839168,13.675728194845608,67.36479361016205,9.171566,8.442099,3994.9905,3215.9734,0.0824107,0.7294674,5961.0127,4.2557,-0.1707,,0.11
540533630048816640,44.08488350209917,67.37057934585019,13.624071,12.055336,1858.5621,3065.038,0.07499881,1.5687351,5902.826,4.0632,-0.1653,10.9931555,0.35
540654060932622976,46.297796867324166,67.84707304501777,14.167415,11.970056,1471.2708,2815.2698,0.08042148,2.197359,5337.5405,2.2185,0.0377,9.855132,-0.06
546810501412601472,40.237839957132046,73.7573287745843,10.769248,9.379122,3556.5774,7520.741,0.06423975,1.3901262,4951.676,2.7413,0.0597,7.27606,-0.06
554845216992682240,59.55828174762291,78.2805276760472,13.044956,12.204851,2239.904,3578.109,0.070556015,0.84010506,5769.944,4.3157,-0.2212,,0.24
562021007832896256,31.92954968274057,78.27686637099444,11.03654,8.908776,929.47345,1738.4633,0.21825555,2.1277637,4798.7305,1.8974,0.0639,10.315212,0.14
786948548208183040,178.9180657186704,48.95514385211845,11.281745,10.470069,3444.4426,4492.6055,0.147721,0.811676,5712.3643,4.3468,-0.1774,,0.01
814879510802041984,143.12678584091452,42.89551211928285,12.008696,10.878145,1815.49,3369.1028,0.16260722,1.1305504,5060.4907,3.0722,-0.1105,13.904653,0.16
965162645575533440,97.84917501373862,45.33645677000193,12.563759,11.70301,1827.0902,3144.14,0.08390392,0.86074924,5782.663,3.9533,-0.3607,,0.49
1061475298619352064,174.96331148817399,69.2748588926928,12.038874,11.163253,2366.13,3448.4685,0.9034878,0.87562084,5579.2197,4.2279,-0.2214,7.721537,0.03
1076737069768836480,153.00577718096855,70.98976260305741,13.202948,11.7494135,1746.8807,2869.6519,0.06278224,1.4535341,4579.566,4.6581,0.6775,8.609862,0.2
1082340142368235648,116.02873448143875,57.673971975891526,13.231635,12.256178,1829.8625,1659.07,0.066901244,0.9754572,5213.0117,3.3792,-0.6553,,0.11
1097091022864217472,123.39503334724414,68.57458297930226,9.899983,9.108817,4622.5005,5620.8257,0.09230864,0.7911663,5782.752,4.3288,0.0393,5.260071,0.12
1109527873764621440,103.48313497062466,70.22510383417976,13.456516,12.128117,2526.1245,3231.7336,0.061669286,1.3283997,5329.453,2.9844,0.0649,,-0.09
1122517229256657408,131.06262616804923,73.72239018172957,12.810575,12.049416,2307.0017,3437.6597,0.0615398,0.76115894,5948.4795,4.0757,-0.2472,,-0.09
1148589394434074624,122.22726686087728,82.59025439074827,12.648412,11.517828,1950.7759,2419.56,0.061113853,1.1305838,4968.5366,3.3251,-0.1276,6.0199885,0.01
1358338726538784768,254.2945606044271,44.16117501308175,12.229741,11.525223,1741.0018,3305.6885,0.072868824,0.7045183,6134.2935,4.048,-0.2926,12.23743,0.1
1398778562346055168,239.60489959420468,47.02385587370001,13.412644,12.276663,1353.6198,2627.0193,0.19863082,1.1359816,4917.4834,4.5494,0.1246,,-0.09
1423449782207190400,243.95682941375856,49.43302442738429,12.962114,11.684825,1732.0135,2835.0864,0.039051425,1.2772894,4831.156,2.5804,-0.0289,6.3299084,-0.06
1504972247215061504,215.49270215900816,45.133407939705776,12.7892685,11.918788,2232.684,3846.841,0.4549572,0.87048054,5782.3325,4.2287,-0.244,,0.09
1603630222985091712,217.7455844646895,49.90085679440687,12.73749,11.931839,1922.658,3483.6887,0.07884386,0.8056507,5682.401,4.178,-0.2576,,0.17
1655091593412358144,254.88845543958496,72.6470771718413,12.133733,10.775029,1340.6938,4391.6665,0.085129686,1.3587036,4710.695,2.7872,0.2937,7.137915,-0.05
1719780397960151296,183.53905228392875,82.13599221719424,11.219985,10.609539,1633.9911,3296.5093,0.17263879,0.610446,6844.845,4.0817,-0.4228,7.0445943,0.22
1745989417976180352,321.35198860704895,11.441113797877229,12.571495,11.352939,1435.5309,2800.1445,0.07381416,1.2185564,4895.531,2.525,-0.2799,,0.08
1746303191106209024,319.12618595421117,11.269408485643234,12.398065,11.585801,1753.2972,2651.617,0.23365672,0.8122635,5798.4746,4.1214,-0.4918,,0.17
1870003476223321600,313.40044354895656,36.090482112280384,12.015921,10.677131,1748.6053,2572.0798,3.476845,1.3387899,5376.1055,2.817,-0.1989,10.0439415,-0.05
1960448649880050816,328.65441368896666,42.15684123464693,12.0916815,9.97342,868.8405,1443.7548,0.11083662,2.1182613,4650.8027,1.9191,0.0502,7.801415,0.07
1965260795655637760,320.707550534136,38.823174947961526,13.258224,11.411143,993.0629,2147.932,0.046311196,1.8470802,4472.3555,1.9565,0.1058,11.027427,0.14
1969740858862488576,316.5700217388469,43.01724766784603,13.144295,10.443417,518.079,1027.9214,0.19384317,2.7008781,5076.716,1.506,-2.2019,9.302921,0.11
1986825040477246336,339.8921661085799,48.062077702357186,13.616914,12.178915,1585.2343,2682.8992,0.55255723,1.4379988,4848.149,2.7721,-0.5369,,0.01
1991410828596910464,352.7472678648409,51.58432701092458,12.140472,10.279508,1132.6494,2009.0981,0.09688735,1.8609648,4434.4194,1.8946,0.1276,8.290939,0.06
1996086329995976448,350.74136425811184,54.602546413635615,11.3774185,10.710219,2488.5151,1755.2673,0.13612019,0.66719913,6356.323,4.0081,-0.2903,10.200141,0.2
2002827779390621184,342.442358220456,54.8055893581954,13.233227,11.776432,1827.0634,3184.4602,0.02190114,1.4567947,5260.5737,2.9006,0.0492,11.425336,-0.06
2016917471137047808,352.9141053476727,63.766744451592515,13.524901,12.100032,1261.2395,2887.87,0.08664829,1.4248695,7169.644,3.7267,-0.0408,,0.26
2065080753362506624,313.1509883799586,39.941562549011635,11.59683,10.837302,2172.8281,4402.202,0.114354044,0.75952816,5979.3174,3.9226,-0.247,,0.22
2083424489966700800,305.3223959645842,47.478034849614204,13.146572,11.8551035,1593.6255,2882.291,0.042922627,1.2914686,4962.1226,3.4622,-0.1222,13.952941,-0.08
2086270163495510272,300.4687462926468,49.367116757206745,11.592028,10.511979,1782.7092,4188.1016,0.078262925,1.0800486,4997.6543,3.2436,-0.4166,7.342033,0.04
2086570433250080640,297.8157303355368,48.71646005563614,11.987058,11.175292,1511.414,4312.3833,0.07509225,0.8117657,5652.141,4.3092,-0.3844,,0.06
2123776218800063232,274.86869036744633,49.71096386276924,12.115358,11.26689,1699.1112,2898.6392,0.06967673,0.8484688,5561.834,4.2461,-0.182,5.3376875,0.02
2139220027846205440,290.72998424311555,51.547154848189116,11.974951,11.131797,1810.629,3867.7415,0.08301012,0.84315395,5769.3896,3.9464,0.0568,,-0.06
2151925090860675712,271.6681468101844,57.391564744648626,12.363712,11.462042,1672.1199,3288.5674,0.05593608,0.90167046,5443.9272,4.1526,0.1516,,-0.06
2171031308726141440,320.84140406207064,49.343470037360866,12.988969,11.222519,2103.4353,3712.0684,0.0,1.7664499,5131.3066,2.6904,-0.2367,8.41371,0.03
2174853073702074880,327.9987303114918,55.598902752691885,13.794415,11.41425,729.6304,1204.1184,0.2119721,2.380165,5412.866,2.7476,0.1954,9.7015085,-0.02
2185152817591330688,305.2078445973109,54.45840180573459,10.615707,10.423124,2185.1956,3138.1108,0.15987349,0.19258308,9248.11,3.5845,-0.279,7.188833,-0.2
2187366340653793792,307.66937217094323,57.05366943927575,13.528479,11.728888,1703.8247,3382.2087,0.07809171,1.7995911,4537.371,2.0209,0.1128,6.7553835,-0.03
2203518540124186240,326.12713423764706,60.12892730731147,12.809386,11.841172,1900.4268,2754.4434,0.038945395,0.96821404,5614.209,4.3611,-0.0455,,-0.02
2209256105335970432,353.3192386802047,65.1486900816295,12.793556,11.829451,1570.3792,2800.6206,0.08783677,0.9641056,5805.8325,3.8468,-0.3474,,0.56
2213480875684478464,345.26724072488946,68.85973940503729,13.366972,11.841999,1261.5345,1848.491,0.03422406,1.5249729,5319.7397,3.561,-0.3952,,-0.2
2216488619802107904,328.85698688737966,63.07186074854079,13.348836,11.120199,1172.3558,2025.9036,0.089656204,2.2286367,4650.9736,1.9273,0.2603,11.341292,0.01
2218730768828072064,335.83024053023615,65.93442177811099,14.59216,12.203377,1046.939,2493.7507,0.031308413,2.3887835,4794.291,1.917,-0.6729,11.3345175,0.07
2220911748922321664,322.5344350490491,65.54743496354337,12.602987,11.776807,1631.7058,2454.4673,0.9881437,0.82618046,5684.045,4.3328,-0.8697,,0.5
2232020497153404032,351.0950240748207,74.79093654640707,12.212999,11.303229,2108.8262,2859.2922,1.7274184,0.90977,6451.503,3.9574,-0.3497,15.716316,0.44
2233025343403439232,343.64874707237567,75.35617826425973,12.858116,11.36082,1797.8763,2998.3906,0.069336385,1.4972963,4812.055,2.6097,0.0829,6.7464466,-0.08
2234424063932671232,300.47178194834214,56.45810676364618,13.661192,12.182971,1405.4955,3250.0803,0.12494065,1.4782209,4776.044,2.7769,0.0771,,-0.1
2237209642281510528,300.54821794749506,59.63051138554356,12.158629,10.777656,2113.6694,4424.7354,0.08298446,1.3809738,4805.482,2.5568,0.1487,10.439086,-0.09
2239418934799812736,291.4392312584929,59.160944537868424,12.173607,10.937575,1128.042,2360.6934,1.1071672,1.2360315,4915.8745,2.8863,0.1289,,-0.08
2241429842786141440,297.33089119570565,63.331498006995155,12.969752,11.767867,2524.6604,4723.016,0.030558579,1.2018852,5617.563,3.1719,-0.0138,9.936638,0.33
2253150842895229952,283.3437563967049,63.42695102415565,12.700951,11.920129,1582.7296,3565.464,0.08803966,0.7808218,5735.139,4.2657,-0.5452,,0.02
2253994821150349312,281.7714664424124,65.66123956407482,10.820859,9.742821,4333.2637,8114.3896,0.09649338,1.0780382,5870.9385,2.9482,-0.1287,7.0824456,0.28
2272819491008090880,329.1321542168452,72.38933174357084,11.763429,10.854692,1689.102,3330.6555,0.10451535,0.9087362,5541.8525,4.4294,0.2822,,0.02
2280292871542332288,327.7094855770776,75.47800464306593,12.852527,11.087367,1666.6364,3128.2427,0.068515144,1.7651596,5225.5786,2.7407,-0.1037,,0.11
2284647659143443456,324.63145429465374,78.3067274984665,13.271775,12.134015,1975.3418,3104.8381,0.058463104,1.1377602,5967.3057,4.1153,-0.1567,12.128523,0.14
2304020229389924864,315.13743091865024,85.84194339992406,12.488202,11.781597,1793.859,3700.5088,0.1476118,0.70660496,6361.0254,4.0174,-0.2763,,0.45
2306537286383018112,1.1760547994916761,-38.95508972320056,12.659031,11.81152,1225.3882,1417.6986,0.28529578,0.8475113,5616.0215,4.4413,-0.2577,,0.15
2314814616075559680,359.66316754126484,-30.401118248566362,12.164797,11.294723,1435.0299,2437.0015,0.08692793,0.8700743,5675.4487,4.1418,0.0802,7.90148,-0.01
2322966086045984768,4.245772341266471,-27.270608545532866,12.818396,11.700984,1959.6431,2321.8538,0.059391133,1.1174116,5724.394,3.223,-0.0363,6.829091,0.1
2373014034276422784,15.215090689847697,-13.368821860384255,11.379998,10.183619,1580.7036,2500.9302,0.09570052,1.1963797,4840.8594,2.7436,-0.2176,10.500114,0.09
2384410334858971776,345.62129377032585,-23.580970059114392,8.455829,7.8376603,897.1787,1774.4476,0.11084806,0.61816835,6370.856,3.8818,-0.5051,13.631457,0.21
2404567058760080384,344.0518243465587,-15.59335780974741,12.142939,11.357444,1675.4541,2120.8767,0.06751104,0.7854948,6040.6553,4.502,-0.1853,,0.15
2421935395404746112,358.38547750770215,-12.394561572161782,11.60551,10.6505575,1473.5203,3499.3333,0.14182161,0.95495224,5303.67,4.4654,0.1732,,-0.0
2425472764829430272,7.884201334171455,-11.274172213260734,10.971161,9.878204,463.75967,891.3394,0.052753188,1.0929565,5214.311,4.5603,-0.0628,,0.03
2506667124399804544,30.237874598348814,-0.8306355758485672,12.264587,11.504938,1368.408,1554.0984,0.0653716,0.7596493,5823.514,4.2075,-0.4172,,-0.05
2595418397323824000,336.3863748935567,-17.032629194311397,11.648846,10.795444,1902.4149,2466.3296,0.17547454,0.85340214,5607.4263,4.4014,-0.1313,8.923829,0.08
2600741167473638400,334.8220779496536,-12.75244249343384,10.844051,10.156374,1437.389,1566.6552,0.04942868,0.6876774,6174.597,3.9887,-0.625,,0.17
2652627430426468864,340.3574723600409,-2.1700658892360694,12.84173,11.65002,973.0061,2258.0037,0.0336642,1.1917105,4786.249,4.5541,0.0613,,0.01
142995167981164160,43.439838647245956,37.36610881029005,12.563979,11.2619705,1255.6566,2081.2432,0.10547058,1.3020086,4823.5815,2.4203,-0.2902,13.182403,0.01
211040197413671808,85.47739310628906,48.80001780791643,13.039855,12.088151,2384.9663,3871.8838,0.055401914,0.951704,5879.9404,4.0833,-0.2778,,0.01
231265060974068736,57.803453110994454,42.47546772521593,13.874468,12.021921,1295.3394,2163.3618,0.064909995,1.8525467,5034.549,2.7107,-0.1194,5.629816,-0.07
235246736172267520,51.79986675240327,39.314366372637835,12.640886,11.860616,1682.0052,2187.2322,0.051123478,0.7802706,6476.0303,4.1147,-0.3592,26.23,0.19
253716538658626944,66.80707725185565,45.15854542152337,11.849625,9.919457,1373.5394,3487.0266,0.29021364,1.9301672,4618.802,1.7547,0.094,10.885863,-0.01
267899482738880384,80.16765089421426,56.44521639491346,14.521342,12.436981,229.71846,305.7155,0.0,2.084361,4894.9233,2.6357,0.1627,15.17502,-0.03
269291116564678784,85.28788735217204,57.500742611041645,12.333164,11.310304,1987.8081,2505.7876,0.08326045,1.0228605,6088.7583,4.0402,-0.3504,12.192021,0.31
282040885899142144,86.18157541225872,59.105685160198924,12.856236,11.960399,1904.2745,2352.6267,0.07083802,0.8958378,6365.7725,3.8138,-0.3137,,-0.04
286200097869397248,83.62872071503351,61.88532064609473,13.658867,12.336087,1762.0712,3954.2444,0.0,1.3227797,5240.742,2.7404,-0.1593,,0.12
405262050216341888,15.209265800340123,53.52814750710842,12.713943,11.817857,2755.0107,4337.1353,0.15140064,0.89608574,5704.7617,3.85,-0.5438,11.658721,0.11
408373122665458432,28.203874561252846,54.333623336014064,12.910524,11.62466,1569.4673,2782.0266,0.05349148,1.2858648,4962.5176,3.0324,-0.1078,,-0.0
455409195009778560,33.657063109371364,53.80146336497267,13.000105,11.614354,1963.5173,3706.9194,0.09662814,1.3857508,4696.738,2.4725,-0.3563,,0.03
460948264015385344,42.91580880953438,57.97899473937673,13.061958,12.039766,1560.1532,2090.4197,0.06802519,1.022192,6270.828,4.1944,-0.2373,,-0.09
465789757312723072,40.45087290980925,61.85105159344311,10.843698,9.058273,2015.814,4946.3843,0.0721304,1.7854242,4511.936,2.2309,0.0379,9.061891,-0.03
466940430586485120,48.765212993925445,63.790037536089635,12.044207,11.194803,3028.1208,3924.1533,0.1578859,0.8494034,5786.3213,4.3101,-0.6133,,0.04
488218935519845632,56.68575937880733,64.26709339205462,14.764048,12.497589,1033.1586,2686.913,0.0,2.2664585,5215.1357,2.9336,0.2287,,-0.09
492309977768844288,46.57705272144215,65.97217773123057,11.1505165,9.413751,2246.6184,4490.161,0.09052928,1.7367659,5186.8574,2.8188,-0.092,10.854051,0.04
501616725220568192,68.08510442947129,72.88485568016172,12.757151,11.965321,2527.9077,4067.4888,0.050437003,0.79183006,6010.791,4.3309,-0.3106,8.603352,0.21
504357979506519808,85.94079415268293,77.65746137014075,13.020607,12.124816,1791.1753,2739.2441,0.06092074,0.89579105,5729.192,4.1883,-0.1607,,0.02
505920832214094592,25.31060263299444,57.54592643296449,13.283982,12.310673,2472.2886,2940.8735,0.11977477,0.9733095,6006.206,4.2302,-0.2277,,0.58
557768337373438592,67.41294172032606,81.68935198025284,11.18828,10.549145,2611.5535,3053.7078,0.09165394,0.63913536,6272.391,4.1995,-0.2263,11.429579,0.22
562179401928677120,24.45344363012269,78.09292006313191,13.576702,11.66343,1177.4426,1339.79,0.07598438,1.9132719,5232.6406,2.7535,0.0499,,-0.04
568199262450961920,58.09689789931251,81.09633608657548,12.058421,11.329531,1778.5643,2875.6565,0.08391334,0.7288904,6134.428,4.3602,-1.0829,5.498839,0.32
572876142535422464,26.219247567729155,84.0046260567226,13.415126,12.0284605,1598.4684,3790.2832,0.073093,1.3866653,4523.111,4.6085,0.328,13.160873,0.21
576380011215958272,59.80861012754697,89.34421387232541,12.25283,11.230906,1926.5582,3564.5818,0.106981084,1.021924,5934.9424,3.9759,-0.1922,,0.13
807022435070515712,149.8285849166376,41.69548334568764,10.420597,9.204899,3095.5889,6285.215,0.071367994,1.2156982,4814.0527,2.921,-0.0404,7.4355245,-0.02
926396481216524416,118.15976513924605,45.09241944042963,11.040817,10.3646755,1617.7537,3336.5168,0.075284466,0.67614174,6123.611,4.2539,-0.3386,8.944325,0.33
931292499119462784,124.49332370760457,47.98311150294014,12.1701975,11.012632,1597.2101,2510.3215,0.12018375,1.1575651,4826.4053,2.6695,-0.6004,15.126487,-0.02
935861420905535872,119.77384154632276,51.32250084593179,12.493655,11.661974,1823.5662,3422.2349,0.07668387,0.83168125,5778.7563,4.2664,0.0831,,0.04
953978383234338560,102.88364882188472,45.05204360377293,11.336347,9.8985615,1213.0161,2615.3828,0.08799363,1.4377851,4527.851,2.0205,-0.4465,8.680232,0.02
977193811044749184,111.54989401018604,50.376759934500704,13.050307,11.748015,1280.5918,1889.7188,0.06554146,1.3022919,4963.8555,2.8324,-0.1482,9.428101,0.22
980884360480212224,106.10517411169596,51.24281204277059,12.116334,11.327987,2475.063,3923.7153,0.14672485,0.78834724,5740.557,3.7847,-0.1209,,0.11
981085880345313280,105.35954171067627,51.4207398594664,12.682919,12.103558,2236.9473,2903.985,0.14158037,0.57936096,7063.3228,3.8958,-0.5555,,0.75
1010893915450016896,134.59709889285793,46.96774251344057,11.813006,11.05646,2431.1267,2652.6587,0.13521315,0.756546,5952.0303,4.2361,-0.286,6.879287,0.15
1031396199537296640,123.98622129790822,51.75193598490431,12.589777,10.899311,767.61426,1808.7529,0.17696033,1.6904659,4458.938,2.1602,-0.0105,11.978751,0.16
1035998652131801088,136.01393859770636,55.67690217967605,10.747403,9.913432,850.5337,1509.4305,0.16163236,0.833971,5615.2754,4.1735,-0.1533,,0.11
1055895345828065152,165.23680910374893,64.94973086523231,12.731337,12.031649,2035.6837,2184.5007,0.8715766,0.69968796,6233.755,4.1235,-1.0816,,0.52
1056492341986078976,171.71270392409795,65.26571806109058,12.655387,12.012044,2360.1462,2721.0708,0.08222308,0.643343,6225.5884,4.1845,-0.485,,0.41
1106512669286081664,98.0687344276805,69.35849812146449,12.066268,10.711996,2056.7534,2860.2998,0.15519477,1.3542719,4835.637,2.697,-0.0603,10.710437,-0.01
1112537855565915520,102.77881805163214,70.44311615422923,13.076739,12.163196,2216.7637,2671.2156,0.045009352,0.9135437,5470.1406,4.4756,-0.0662,,-0.06
1139180224896927488,121.29626440422854,79.80567790572604,11.78821,10.98277,1875.2538,2626.574,0.08939009,0.80543995,5670.503,4.2934,-0.3757,,0.22
1394793721752687104,231.4773680993237,45.00322099183745,11.855048,11.077907,1587.1221,2903.1973,0.12438352,0.7771416,5827.1245,4.2478,0.1376,,0.04
1434792859555328896,263.1306455317366,59.16226903625052,10.296548,9.13591,1825.45,4084.4778,0.06419978,1.1606379,4827.9346,2.4694,-0.2688,,-0.1
1547276128891660416,184.53994269218583,49.24535861859336,11.342955,10.74573,3212.9282,3728.334,0.1869443,0.59722424,6475.497,4.1354,-0.5467,,0.26
1610242033078924416,218.78678535982837,56.04740141738689,12.7354,11.916652,1914.622,2637.2944,0.05981783,0.8187485,5663.4473,4.3697,-0.1362,,-0.16
1614997038616174720,229.28569923444988,59.570713859452866,12.413256,11.670346,2269.3916,3958.3547,0.07040826,0.74290943,5913.497,4.0204,-0.0236,,0.33
1697013493582467328,226.89725440442052,71.7335624823351,12.494183,11.3223295,1746.4384,3268.7932,0.07138547,1.1718531,4777.8193,2.9417,-0.205,6.3452725,-0.07
1739395273082217472,321.98227206776164,7.48273885379191,12.006142,11.321714,2021.5435,2450.739,0.1200193,0.68442726,6209.5083,4.1897,-0.51,,0.02
1747089861612275456,321.5492556246256,13.513195383128839,13.06031,12.077071,673.35333,785.609,0.05160927,0.9832392,5526.3857,4.5521,0.1633,,0.1
1767302424383448576,327.31728529070637,13.292852114176132,13.276171,11.886676,1395.6367,2457.0442,0.061674245,1.3894949,4788.9644,2.6848,0.1812,7.5120826,-0.0
1872383296111861504,313.91362786482495,37.54817189962737,12.396156,11.693698,2065.0237,3708.8677,0.051012073,0.7024584,6049.875,4.1089,-0.5519,,0.02
1943168965652831872,351.779541243533,49.95981906240088,12.697293,11.928473,2387.1604,3100.8455,0.036644753,0.7688198,6285.7866,3.914,-0.3181,12.6662855,0.11
1961934051426930304,334.39556640213,44.091944619999715,13.027067,11.7500925,1983.6827,3568.187,0.3409585,1.2769747,6283.52,3.7342,-0.3978,11.118397,0.6
1961954186233616384,333.87989180126937,44.02891007630462,13.610687,12.30697,2018.1631,4098.5522,0.06526954,1.3037176,6083.132,3.6392,-0.1704,,0.21
1973988482745570688,324.5149873864539,44.32866954446803,13.906096,11.90836,594.0352,931.8163,0.121340506,1.9977369,4783.2544,1.8671,0.1408,15.502236,0.08
1976869959129065600,330.3221917018028,49.39581394934962,12.488676,11.299706,1317.0199,3225.7515,0.43423173,1.1889696,5889.959,2.2568,-0.0347,,-0.0
1977365804512827264,323.55267609526294,46.045812818835294,13.410943,11.758614,1910.3488,2880.1384,0.04470042,1.6523294,5121.9795,3.2601,-0.1942,7.3886585,-0.02
1980056549985244416,331.2226048139456,50.89306371143752,10.464094,9.881802,3127.3486,4415.046,0.06611809,0.58229256,6491.8843,4.0871,-0.4897,8.398017,0.16
1981235462657531904,329.874416273406,52.61266784699004,12.371819,11.669354,2153.1829,4118.219,0.029926766,0.7024641,7082.8887,4.0831,-0.6964,,0.58
1983734004053083136,340.642604033268,47.176913136808764,13.257485,11.858539,2263.5728,3648.0305,0.0510895,1.3989468,4778.696,2.756,0.2087,5.2507157,-0.1
1985943541390273152,344.4353627520916,50.27816505144212,12.575992,11.830313,2743.1047,3065.1663,0.046168532,0.7456789,6383.5225,4.2293,-0.6795,,0.11
1990471532127720320,343.887197759044,53.193711664766504,12.694199,11.733992,2400.3162,4455.244,0.0,0.960207,5386.6167,4.3861,-0.5904,12.3849535,0.16
1993875929364979072,359.9130060035026,55.14034615204265,13.444548,12.058206,1561.7019,3965.3455,0.07536265,1.386342,4750.019,2.0768,-0.6567,,-0.09
1994769523080712704,358.5510499694188,55.92097682792322,12.291092,11.559951,2147.3162,3266.1743,0.0559028,0.7311411,6390.802,4.0103,-0.2076,30.279177,0.78
1995321379143191168,348.14755676543797,52.85180127714767,12.527519,11.644292,161.1391,138.21306,0.29357156,0.88322735,5828.062,3.4846,-1.3495,,0.43
1998568065182787840,352.2574678418602,56.71536896343052,8.57729,6.988329,2440.6206,2297.0679,0.12118266,1.5889606,4663.8164,1.8896,-0.0406,8.469732,-0.13
1999560305705881600,358.49703922675457,59.874552394963786,11.762388,10.948641,2786.4614,3267.4263,0.1164215,0.8137474,6050.931,4.1379,-0.4586,,0.23
2002634883817706368,343.754425103698,54.29073648921358,12.643324,11.713584,1647.2443,3904.615,0.52246726,0.92973995,6508.3525,4.375,-0.7602,,0.09
2003490819261825024,339.020929764021,55.06334598193772,8.681388,7.9355135,3654.4243,3405.0327,0.12580128,0.7458744,5857.562,3.779,-0.4469,,0.11
2004479074063847168,331.4084466173317,52.88192317981591,11.931176,11.155682,1958.6848,4852.1826,0.07585536,0.7754946,5858.3403,4.2413,0.0623,,0.02
2007864126763955456,335.9683288842577,57.63751912749793,10.980688,9.401288,2245.5469,4687.786,0.07388677,1.5794001,5053.004,2.2295,-0.2678,9.954669,-0.09
2068287479018429184,305.3687481437518,40.482229498186285,12.912817,12.152648,1949.3638,2880.798,0.063965544,0.760169,5893.766,3.8286,-0.4725,5.7835374,0.12
2077846079057197568,293.3112740871299,43.220433466432944,12.973092,11.765374,1711.8973,4233.8164,0.0474211,1.2077179,4903.0776,2.5222,-0.2669,10.309031,0.04
2082975373827427712,305.96227130586686,45.865324983618684,12.598277,11.917938,1781.4017,4226.6567,0.049482364,0.68033886,6397.984,4.0081,-0.6744,,-0.0
2083000868754246016,305.6256242041291,45.81700526692751,11.925098,10.2611,1655.4502,4016.8154,0.07491999,1.6639986,4488.7373,2.1181,0.1271,,-0.04
