source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff,logg,mh,vbroad,alpha,original_ext_source_id,angular_distance
286718066627183872,88.9478586478397,63.14922534940897,12.816098,11.949233,2414.0542,3663.2778,0.48763397,0.86686516,5803.6562,3.75,-0.3753,,0.07,1237666463723749389,0.036959846
341115034319513216,40.46870045637416,45.922328345423814,13.208299,12.274532,1181.626,2408.254,0.09930302,0.93376637,5831.9697,4.2999,-0.3495,,-0.0,1237661055815123121,0.027046371
341892144225558144,39.8364894842401,46.35487876466643,12.967447,11.354218,1278.9916,2395.0828,0.048279926,1.6132298,4493.9766,2.1053,-0.0767,10.858427,0.06,1237660978504728686,0.084165104
397853545164502016,18.221323902264196,45.43856723485898,12.055102,10.85111,1324.2445,4313.4673,0.11810944,1.2039919,5425.1646,2.7926,0.0051,7.2054276,-0.06,1237676442541031638,0.017297572
398621588396939776,23.92263831489677,45.64717973413503,10.943046,10.104194,674.63684,717.12885,0.078455396,0.8388519,5809.7383,4.4462,0.1195,,0.2,1237671066847740356,0.2036802
433017267050916352,46.632654769816064,44.41564716614438,11.754107,10.413323,1696.1292,2720.0454,0.12009581,1.3407841,4862.8657,2.5515,-0.1,9.410297,0.01,1237661056890831475,0.039413232
433952676567731584,43.602518583904974,45.833587111156774,12.360718,11.477973,1616.6593,2066.339,0.06966052,0.8827448,6021.905,3.7988,0.113,14.8812475,0.2,1237661061182259677,0.06381272
508045535357127552,30.057057389763603,60.72198114703201,13.929208,10.51083,590.16296,1402.6887,0.23648863,3.4183779,3552.9265,0.318,-0.4877,11.061218,0.14,1237670444076499666,0.043749038
511362452697145600,27.67329893573178,62.054071361027205,15.3295355,12.138598,854.3608,2800.5283,0.07373558,3.190937,6188.847,1.2456,-0.1065,12.233427,-0.03,1237670445687573426,0.099483
515094779282259840,31.976693151886234,64.85313031220893,13.7583,12.010118,1592.2969,2695.9966,0.08122312,1.7481823,5037.3135,2.6425,-0.0727,7.194666,-0.04,1237671066856391454,0.05831126
519193964781248896,27.27771033797358,66.01588253079292,14.995129,12.503317,774.9528,2788.518,0.0,2.4918118,4702.4497,1.8644,-0.0099,,0.0,1237671073824374806,0.11996481
520182185215815808,33.949105914391914,66.92502307159602,14.682255,12.352876,1127.55,2972.7297,0.0,2.329379,4880.809,2.15,-0.8576,12.277369,-0.08,1237670444079317140,0.14616206
555077660621929344,50.751816021241034,77.0476073390664,12.280815,11.340021,2163.3015,3930.8274,0.06405025,0.940794,6103.936,4.067,-0.1217,6.503204,0.13,1237671560765767937,0.0438855
806923028049960064,150.75349457770994,41.57807278281321,11.98942,11.392946,1727.733,3237.8953,0.111255005,0.5964737,6484.8105,4.1719,-0.396,,0.13,1237660634919534597,0.06894955
811938798234293888,139.7542509071193,38.31767595889931,13.026144,12.229136,1800.8961,2897.3108,0.06802412,0.79700756,5720.106,4.4403,-0.2283,,0.03,1237660636526215192,0.07886539
823472537770227968,149.87662694618624,48.70722199251572,12.531837,11.923509,2470.276,2906.5642,0.06885762,0.6083288,6393.6865,4.2147,-0.1957,,0.02,1237657241899827233,0.03624324
826100301840875392,145.76832855424297,49.960004584013234,12.839787,11.20894,581.7879,943.1015,0.06751482,1.630847,4558.2983,1.7494,-0.134,10.921131,0.21,1237657770171498509,0.08532607
827694112664721536,148.07020270703325,50.98396230086313,12.411463,11.558382,2456.6868,4548.5884,0.0800063,0.85308075,5598.4443,4.0932,-0.7145,8.635635,0.41,1237657633263911081,0.026309656
833490286993738368,156.23566898491202,46.43712845407341,12.378941,11.270673,1881.2867,2964.1106,0.07090979,1.1082678,4992.938,3.4506,-0.1223,,-0.05,1237658613050703934,0.06503858
844646863978293888,174.7816157382118,55.82963735003013,12.567357,11.677791,3029.6865,2696.5566,0.4749416,0.8895664,5370.893,4.4842,-1.1768,,0.22,1237657591931469977,0.05893429
856218399226893056,167.2147458694146,56.860387575810336,13.066136,11.978751,2367.9182,3796.6868,0.27583337,1.0873852,4996.579,4.5274,-0.3363,8.470262,0.02,1237661353776840736,0.024425685
918113207288983936,127.22774320141947,45.77455725154368,12.901826,12.200294,1346.7616,2029.8828,0.05746239,0.70153236,6023.6675,4.2837,-0.4241,,0.77,1237653587947814983,0.03752823
931250893772406912,123.59578381923933,47.883596138890596,13.303056,12.092552,1901.0297,2788.9712,0.045905773,1.2105036,5546.4727,3.1053,-0.0108,5.838984,-0.18,1237651271884734505,0.031522866
1008540067214185344,91.98975913200948,64.63499561102827,11.829452,11.018546,2477.7537,3494.0813,0.29801258,0.81090546,5659.7544,4.308,-0.6064,,0.09,1237666464798277750,0.58095616
1026970527795789312,129.41436597866152,49.160108506027335,11.554366,10.816674,1341.6658,3180.115,0.11504007,0.7376919,6263.056,4.0959,-0.4079,,0.04,1237651249874075708,0.450994
1029551562623661824,131.69258988064882,53.620164562004945,12.159429,11.137642,2234.3923,3396.16,0.06379474,1.0217867,5232.3823,2.6673,-0.5159,7.0708747,0.1,1237651252560265332,0.05945427
1350578888866410880,268.12600588720204,45.84078005508444,12.47095,11.584253,1973.3336,4875.76,0.058372464,0.8866968,5553.0264,4.119,0.3898,,-0.12,1237659897789677584,0.0464613
1384697013849859200,239.15363865339953,43.895515206532046,13.112957,12.197718,731.88806,1105.4872,0.10195204,0.91523933,5637.1367,4.2632,-0.0244,,-0.17,1237659163883995158,0.016782373
1385756457726644992,244.0415082811075,44.93307185235791,12.421943,11.642322,1429.1539,3504.9712,0.07908063,0.7796211,5792.093,4.2364,-0.2036,,0.22,1237655464858812591,0.06987816
1410348448327337472,249.41930870322153,47.62817808064206,8.56782,7.448205,1695.8894,3495.6228,0.13489479,1.1196146,5179.061,2.8278,-0.119,8.269577,0.0,1237651715871866952,0.20782506
1422717576182823552,268.2001511493785,58.28188556337622,12.378263,11.567884,1988.9667,2188.733,0.097681694,0.810379,5665.605,4.3895,-0.3603,,0.1,1237656564900233508,0.019392788
1436921406691478400,256.54620047052885,59.37084908266485,12.604844,11.8836,1801.532,2625.531,0.08501108,0.72124386,5960.993,4.0486,-0.3594,,0.35,1237651211749884122,0.008601103
1498210697381550848,213.25295506210458,41.917029898268794,11.874938,10.991986,1692.0522,941.7241,0.11040218,0.88295174,5551.984,4.4069,0.3084,,-0.07,1237661873486364715,0.030887414
1508102488100096256,213.16170304989916,49.1318817911516,10.033161,9.37827,3154.4197,4506.359,2.0887883,0.654891,6242.4536,3.8799,0.132,7.608979,0.08,1237661958834946053,0.16388671
1550319096042912256,201.4564663664055,45.845708150275115,11.150582,10.532125,2449.1104,3565.4917,0.15523043,0.61845684,6619.982,4.141,-0.3852,,0.23,1237661433776504839,0.011177577
1569103358849466240,190.09998964660682,52.41235242805287,12.548552,11.617926,1792.8348,3448.4773,0.03559917,0.9306259,5408.3125,4.5558,-0.4051,7.2686887,0.22,1237657629530587145,0.0682333
1582946102867395328,180.99342505239042,62.4014420836675,11.577202,10.593809,2096.8638,3003.4475,1.7487996,0.9833927,5961.072,3.4699,-0.053,15.6402025,0.1,1237655369824141344,0.044238552
1583459235496232576,186.37201690041078,62.36343306010708,12.974043,11.948644,1930.8673,2107.108,0.049501944,1.0253992,5120.7456,4.5383,-0.0987,,-0.04,1237658607683633197,0.023676788
1588951124278480256,225.6676061606196,47.83102419743768,12.659782,11.867541,1855.9678,3256.2273,0.0674137,0.7922411,5731.3877,4.4058,-0.2229,7.031174,-0.05,1237659120399941708,0.05769256
1589258884455423488,228.9576307107621,48.99177648827104,11.915833,11.243561,1544.452,2718.0522,0.388856,0.6722727,6138.3325,3.8274,-0.0117,,0.05,1237661387609604117,0.04019065
1598842227802678272,229.1739534388292,52.19989975828108,11.069688,10.314919,1938.8701,5487.534,0.08940442,0.7547684,5849.846,4.1191,-0.4304,,0.19,1237659326558437558,0.26227456
1610864081782770816,219.5653989483508,57.647892459529,11.120586,10.381186,2184.327,3442.215,0.48457682,0.73940086,6025.4995,4.119,-0.3899,8.727566,0.16,1237655369832726531,0.19818382
1628789522929746688,248.5805457018708,63.377766164740464,13.965478,12.435463,1762.376,2984.8582,0.016484056,1.530015,4384.091,4.69,-0.1312,,0.55,1237671940339597354,0.04978821
1644010474708322816,232.12721598234762,64.94572802864097,11.290101,10.522128,2481.498,4569.8096,0.10530272,0.76797295,5897.9736,4.1045,0.0265,5.4218817,0.1,1237668503824171067,0.12628101
1658156207196480384,211.16526720211098,57.730747558233624,12.896138,11.98898,1327.1199,1713.2203,0.10860474,0.9071579,5646.326,4.3151,-0.0477,14.313293,0.27,1237659146168696837,0.056793656
1668890636139778560,218.06268805858153,64.67138065088109,13.161559,12.153037,776.91815,1081.3226,0.05484777,1.008522,5173.977,4.5179,0.062,11.211449,-0.06,1237651539791904814,0.031100716
1677297158447740672,193.67548907476026,65.33638691431094,10.57415,9.26716,2252.67,3157.5342,0.06565501,1.3069897,4750.4834,2.6824,0.4247,7.8297796,-0.11,1237654610680414357,0.042111773
1709217389751856640,247.56219043535202,79.15880215294922,11.044069,10.129398,1701.613,1438.0084,0.12522297,0.91467094,5661.5635,4.5365,0.117,,0.07,1237656563816923251,0.0669394
1773934644162502784,326.1092802582765,17.461063840536536,13.537294,12.028308,1077.615,1615.4285,0.5689507,1.5089865,4374.0757,4.4488,0.2296,11.871546,0.41,1237680297803907330,0.025912402
1781306040697385856,331.88508502012826,20.4810457101063,12.844664,11.630504,1123.9707,1904.5413,0.06662811,1.21416,4679.81,4.5464,-0.1119,,0.12,1237678579280380016,0.04347911
1784823795007652992,319.74102905348985,17.38554175295546,12.705992,11.439775,2476.1855,3308.7434,0.077496804,1.2662163,4915.6426,3.0466,-0.1045,8.457648,-0.03,1237678537420177785,0.029896248
1991608392792710912,351.7018169043255,51.837450720313115,13.6239395,12.206097,2378.8455,2286.4548,0.10764815,1.4178429,4562.93,2.1672,-0.386,,-0.19,1237663229622748900,0.03596175
1994227433792704384,356.011997204777,54.72120257269518,14.484967,12.441427,1167.1139,1537.2938,0.0,2.04354,4679.06,2.0813,0.0431,,-0.03,1237649770252665565,0.008614459
1994839793052677376,356.7193268823952,55.55113745273546,10.8157425,10.376349,2419.974,4288.7334,0.18830778,0.43939304,8022.6104,4.2174,0.2461,23.050411,0.53,1237649769716121805,0.108033456
1995731359538667648,349.2989788863787,53.36830372471002,13.166119,12.217425,1535.0681,2725.161,0.043260142,0.9486933,5453.817,4.1962,-0.0896,,-0.39,1237663228548219045,0.011535161
2010459867547699072,349.8307146855322,58.62440683745015,14.397627,12.209184,1042.4385,2092.235,0.0,2.1884432,4940.1987,2.7124,-0.0142,10.773929,-0.2,1237663231230411882,0.016773341
2014012011661055744,347.64307570494924,60.42089483482675,8.625191,7.3501706,1766.2404,2504.1562,0.118026964,1.2750201,4878.1304,2.6135,-0.0918,8.653864,0.02,1237663230692687909,0.1559887
2069515629206991744,309.1753826704697,42.821947907548605,12.370289,11.524605,1018.45056,1655.5798,0.36171436,0.84568405,5790.1567,4.3808,-0.3445,10.327554,0.22,1237663148539052196,0.07390627
2124953422092955648,270.24716238962594,51.41645720338969,11.894553,10.987667,1606.3932,4053.548,0.09826721,0.9068861,5439.954,4.3552,0.2259,,-0.08,1237655749392924770,0.021071715
2162958380811624448,313.11731932097814,44.49513446645464,13.116358,12.152681,427.00284,545.67255,0.056597713,0.96367645,5410.3022,4.4907,-0.153,,0.07,1237653733431902327,0.10752376
2170902906385952128,322.51324280614637,49.41351941344858,12.651814,10.836285,2064.233,4704.3716,0.039781895,1.8155298,4501.231,2.1516,0.0779,,-0.12,1237672024629641977,0.099335164
2172317221927792256,320.21992212552686,51.90256110235774,14.569445,12.435579,1117.0315,2710.4685,0.0,2.1338654,4763.1562,2.5908,0.1845,,-0.15,1237671939282370922,0.021384029
2188237634899683712,307.48172586745557,58.229757874243376,12.020757,10.550041,2360.3164,3942.2937,0.089773014,1.4707155,4854.2637,2.6785,0.0353,10.127695,-0.07,1237672025697943636,0.07868043
2193634278486779392,309.22960805271066,59.09900725981607,12.554325,11.744464,2064.9673,3610.606,0.06683077,0.8098612,5798.3984,4.2901,-0.2813,,0.08,1237672027308622446,0.038747426
2208239812993734784,342.15683793723593,63.71364374585822,14.924032,12.260537,752.6026,2417.0618,0.0,2.663495,5131.6504,2.721,-0.1844,9.169494,-0.15,1237663229617111771,0.01412234
2219890409999208704,335.3265861954454,67.73525598841519,12.086941,10.483415,1600.511,2945.5698,0.086412914,1.6035261,5358.9004,2.7173,-0.1312,,-0.02,1237663229078143191,0.071559206
2241087482353103616,294.98026028408566,62.973187208645975,12.279997,11.137139,2803.7393,4115.8857,0.059429333,1.1428576,4911.381,3.5396,0.1983,,-0.13,1237671971474833660,0.031243686
2241668539889568256,293.6408677347033,62.0846838482721,11.667843,10.752597,1936.4429,4161.598,0.5143515,0.915246,5698.674,4.4641,-0.4334,11.355865,0.12,1237671939811573988,0.14766107
2252888471933836032,285.8696541213384,64.41492873507391,11.865339,10.77043,1769.4388,3925.8857,0.07907156,1.0949097,4915.146,2.5566,-0.5865,9.470898,-0.05,1237671773908631730,0.114272535
2253222341214286080,281.77448911275826,63.12746820413412,13.405623,11.933875,1741.0938,3364.3027,0.07440912,1.4717484,4677.719,2.5749,0.1581,12.006168,0.01,1237671969324859486,0.06499927
2439266958537931904,355.69999768260834,-8.266419216262566,12.3575,11.479955,1669.352,2014.5651,0.06384128,0.87754536,5532.232,4.3183,-0.0209,,-0.1,1237680262387793978,0.1419787
2448121536131560832,359.27755204263906,-3.1902279127340427,12.871834,12.005389,1857.3422,2757.3765,0.20124711,0.8664446,5555.298,4.2687,-0.7648,,0.16,1237679433981296651,0.07197249
2449718370612096768,359.5559364945891,-1.2993159838246326,12.560685,11.827943,1849.5214,1561.9131,0.072601885,0.7327423,6086.392,4.0841,-0.8734,,0.03,1237678882094186505,0.09783437
2477286219496371072,21.67472570223655,-8.610528511105796,12.703247,11.372961,1885.9454,2011.5945,0.25543323,1.330286,4629.5503,4.5794,0.4415,,-0.01,1237652901831245831,0.047301546
2617600047982512512,330.16205211412006,-9.279937458477765,12.878255,12.05403,1870.3606,2209.0813,0.045473307,0.8242245,5600.556,4.1989,-0.4825,,0.14,1237652598495379499,0.06747601
2629590776334023936,338.0734503364434,-1.7086585632012874,10.0586815,8.594799,1035.3197,2519.225,0.47972757,1.4638824,4765.9443,2.2504,0.0534,10.548635,0.04,1237679998233018406,0.18278152
2649310513083146368,341.988107445413,-2.7862278888681207,12.018648,11.235633,911.02344,3136.8591,0.08188691,0.78301525,5777.1543,3.9628,-0.6031,,0.11,1237678879939035141,0.02113785
2665407711206593024,346.83125846414913,7.514704085102056,11.847014,11.029593,1876.8025,2616.1936,0.21136285,0.81742096,5606.0225,4.2888,-0.7695,7.584284,0.09,1237669698377744597,0.06817802
2670750130831852544,323.5740231712811,-6.361954721585399,12.535558,11.345342,1802.0804,2719.5466,0.07235858,1.1902161,4757.373,2.4684,-0.3199,11.364449,-0.02,1237680241434558612,0.07774442
2670826649968626048,324.72326094730556,-5.901314593219283,13.263585,12.0917015,2229.8552,2811.7822,0.07389329,1.1718836,5087.354,3.2008,-0.0701,,0.02,1237666209271775342,0.037343133
143707269262816512,45.74345886680775,39.80844679701793,11.897244,11.18587,1372.2961,1660.5608,0.07626825,0.7113743,6361.378,4.1962,-0.3872,,-0.03,1237670962167545883,0.05421598
224996367226021376,55.14222397799494,40.28938268327076,12.807614,11.888777,2038.2643,2698.9595,0.030025054,0.91883755,5738.95,4.3358,-0.897,,-0.19,1237661061186650636,0.016225042
248080643911586304,53.07690426589521,46.69735121973794,12.885967,11.234064,1614.9807,3268.4033,0.08903181,1.6519032,5034.571,2.7295,-0.0281,9.334084,-0.14,1237670459124547880,0.2135002
353456846182886016,32.786267384494934,47.551474559422246,10.198737,9.503491,3079.071,4957.474,0.06750669,0.69524574,6049.068,4.2597,-0.3931,,0.22,1237661118089986347,0.37329125
407946718310327552,25.41288085933899,52.72151769394828,13.669831,12.10162,1309.575,2623.1487,0.10566677,1.5682116,4627.761,2.3305,-0.0671,12.742035,-0.15,1237671067387757022,0.035628226
409505172963781888,25.98634608294291,56.07171364529294,11.538133,10.872805,3377.5305,4530.0596,0.28074917,0.665328,6595.221,4.0587,-0.1944,12.313726,0.22,1237670445148078404,0.09824814
412783469966211456,23.96373430079055,56.69819811949519,9.609957,8.549374,5066.788,7141.6436,0.08171513,1.0605831,5047.193,4.4938,0.2684,,-0.03,1237670446758822630,0.20673083
505678424258505472,27.792176102457503,56.98794756023873,12.904923,12.187082,3319.0835,4085.3071,0.053314593,0.71784115,6436.716,4.2921,-0.1587,,0.73,1237671066852851807,0.38798153
549103223674163584,46.894770991574454,76.89051125130955,11.94554,11.0203495,2696.8142,4148.447,0.10066462,0.9251909,5832.264,4.1211,-0.3241,23.621975,0.33,1237671071682265164,0.054460686
569771808893742592,63.19637487823278,82.10594337787902,12.4346895,11.519259,1466.9873,2913.9922,0.042990346,0.91543007,5434.754,4.4069,0.1688,,0.06,1237671562915545231,0.014217638
808166202040887680,149.4027633947923,43.51967038124945,12.143018,11.447698,1914.3595,3032.6528,0.69994426,0.6953201,6046.083,4.0653,-0.413,17.594687,0.35,1237658203963719703,0.18491288
817702880566945024,139.83095245603363,42.87920754779477,12.238919,11.45388,2656.3547,2453.6758,0.14578542,0.78503895,5710.841,3.7954,-0.5256,,0.14,1237657775544926294,0.02319313
830750995509541760,159.59970781086358,47.0054903964531,11.548626,10.77704,1998.8704,2653.1262,0.1841631,0.7715864,5829.2715,4.2489,-0.0298,,0.11,1237658204504064046,0.1872642
841140212160019456,172.77498986129905,53.54657110816525,12.99819,12.01274,2750.8643,3406.9849,0.07866617,0.9854498,5267.735,4.458,0.1396,,-0.12,1237658800961093690,0.08406635
851360580760601216,154.38883483415893,52.688611135622686,13.35627,12.2998085,1777.7787,2717.1624,0.45189562,1.0564613,4975.71,4.3757,-0.7464,,0.3,1237657220410376197,0.04686926
922870416145314816,121.38679786827456,43.35065503454585,9.323842,8.710627,920.7961,1702.6321,0.099455625,0.61321545,6320.4414,4.0751,-0.6819,,0.03,1237673311504826554,0.33142775
923104199805094912,120.39919104834267,43.66763341832684,11.765016,11.183141,1393.7496,1881.764,0.14673367,0.58187485,6654.1626,4.1681,-0.0174,5.785331,0.14,1237651191890051279,0.33925065
934842929540696192,121.35805856744916,49.88674899445315,11.107346,10.322764,2149.625,2629.7976,0.112956494,0.7845812,5765.571,4.188,-0.1357,,0.02,1237663530257678402,0.32379368
1011103441135666944,138.59265771615696,45.70367103068004,13.124616,11.950197,1812.5023,2605.399,0.057937883,1.1744184,4824.069,2.5891,-0.2432,11.730607,-0.07,1237657606430130200,0.1598796
1017940921697194880,141.5070016642262,49.379747254878374,13.027187,12.19573,443.70142,912.57886,0.11667114,0.83145714,5560.283,4.3236,-0.4941,,0.07,1237657634335752288,0.06855461
1019397538380896256,140.78791583398618,51.74217430149134,10.446216,9.563932,4198.6772,6203.8228,0.09553105,0.8822832,5554.313,4.2615,0.1452,5.136245,-0.01,1237655108903632998,0.38269943
1025458493148907520,144.85383333713034,57.280715155249865,11.934058,11.1006975,2308.9497,3725.7812,0.1366273,0.8333607,5562.445,4.4522,-0.6299,,0.36,1237655371426627652,0.03554655
1036064485390418944,135.2257822650952,55.97305573369077,11.060169,10.967154,2044.9534,2589.8582,0.3797101,0.09301567,8995.011,4.0838,-0.0992,41.614677,-0.09,1237660935017922696,0.14946699
1036189589197636352,133.82145380521385,55.80403485994645,10.8221445,9.816808,2745.1594,5539.7505,0.08680801,1.0053368,5291.31,4.0356,0.0866,7.331776,0.02,1237660935554531381,0.03346103
1042926395723881984,134.4294831035755,61.967994852333405,12.356072,11.167128,1960.1273,3827.506,0.059317984,1.1889448,4879.116,3.1172,-0.1596,,-0.07,1237663915734532190,0.100965686
1095592968335132288,114.77870972541668,65.6116245223535,12.123585,11.319265,2548.5098,3328.0837,0.1127383,0.8043194,5845.6953,4.0011,-0.2148,,-0.01,1237667206215434310,0.03286804
1128597494198505984,164.76642147450806,77.20161570449979,12.13947,10.93922,1497.936,3032.093,0.10425207,1.2002497,4790.153,2.3582,-0.5445,5.252728,0.0,1237671750285656109,0.060955245
1292240489819835648,228.24901640756315,37.61009405746764,13.092137,12.193531,1883.5579,2366.9622,0.0657673,0.8986063,5573.7275,4.5087,-0.154,,0.14,1237661360770318385,0.07153525
1295743499506131072,225.68319148905402,39.02288230237125,10.848276,10.197939,2353.0327,3712.6353,0.08190042,0.6503372,6220.7026,4.2224,-0.2013,,0.13,1237661433784827953,0.2062955
1363374008758528384,269.66199303069175,48.9517180262062,12.752796,11.96025,1606.96,3239.1506,0.04969755,0.7925463,5754.51,4.1693,-0.0681,,-0.02,1237656564367491205,0.015867002
1401489751861676288,235.18421418875857,47.854718538583064,10.174469,9.429962,4029.8691,5644.905,0.10171304,0.74450684,5893.122,4.0657,-0.1814,,0.11,1237659325487251490,0.20359723
1401789574939438720,233.48169915549673,47.208934764286724,12.509587,11.815224,1793.4622,3090.9683,0.07208298,0.6943636,6054.0776,4.0628,-0.3493,,0.27,1237661388147982374,0.0041799117
1404913867293132416,238.00149025686994,52.56518213944776,9.570238,9.172319,1547.9645,3253.0688,0.1108649,0.3979187,7379.221,4.1174,-0.0235,9.946353,-0.22,1237651251511689296,0.40755
1427846729206691584,244.51062800322813,52.967837917153645,11.000362,10.3695545,1714.8251,3736.5903,0.06705017,0.6308079,6375.2466,4.2364,-0.36,13.943478,0.18,1237665356164628511,0.11843114
1436002631583529472,264.4146152711896,61.18557946850444,13.007349,12.155761,1431.9056,2563.8416,0.14357352,0.85158825,5694.161,4.2071,-0.096,,0.01,1237655747240984751,0.038641576
1440508705112588160,263.9395530329982,64.26580640413108,11.211967,10.480637,1849.5355,1835.3633,0.10412492,0.7313309,5923.4067,4.3513,-0.4738,,0.1,1237671939805675698,0.040695205
1487529629111729664,218.196986377855,38.45262742825791,12.147624,11.243431,1832.8817,2315.541,0.089168034,0.9041929,5569.9316,4.586,-0.1219,7.1480546,0.05,1237662307801169948,0.016016113
1542674810170412800,192.2090659240952,46.646167069004115,12.7037525,12.027601,2335.1223,4220.843,0.064876825,0.6761513,6106.7144,4.2656,-0.3726,,0.21,1237661433773686794,0.0634862
1554543625875006336,197.9736846604636,48.2428761785198,12.18074,11.543557,1769.4001,2755.941,0.11877252,0.6371832,6335.379,4.2984,-0.4022,25.480202,0.41,1237658203441528873,0.038456988
1561587131721569792,207.1108194534469,55.39736133411809,11.605223,10.812234,2408.556,3922.2856,0.12946424,0.7929888,5734.22,4.3682,-0.2296,,0.26,1237661387066245157,0.09997854
1568246873651363584,192.15841659279536,51.513087700145476,13.440071,12.126727,2157.3762,1933.5262,0.07111638,1.313344,4586.127,4.6439,-0.0096,,0.04,1237657628457435149,0.06322489
1569335115284976000,187.70903926075172,53.07741445845555,6.351141,5.624417,1869.4662,1277.3613,0.1431282,0.72672415,5959.8086,4.344,-0.4974,6.395371,0.22,1237657630066802738,0.28799284
1572575754009143296,186.38674334182105,54.63045673660067,12.57904,11.48537,2439.3113,3036.6902,0.090288006,1.0936699,4995.6494,4.4135,-0.3588,11.830866,0.3,1237658801501503497,0.062134165
1573357197538044544,181.4290721729854,54.939751029030795,13.100954,12.149931,1719.5707,1974.5985,0.4238902,0.9510231,5243.3203,4.4675,-0.3532,,-0.08,1237657590322495554,0.118075214
1574030888928675328,186.8027080854879,54.70752826576574,11.63099,10.804559,1949.1227,3003.6743,0.12436855,0.8264313,5617.9946,4.2624,-0.2458,5.116336,0.22,1237658801501569073,0.15189835
1581310514897521280,184.84459338289278,59.982253975072126,12.972761,12.264742,2163.4976,2092.387,0.068624824,0.70801926,5970.563,3.9722,-0.5664,,0.59,1237658311867301950,0.04009903
1583432980360714368,185.20052028264445,62.57740639145977,12.952628,11.813415,1501.7533,1458.2134,0.055786707,1.1392136,4898.095,4.5607,0.111,13.832915,0.08,1237655464842494018,0.045141574
1594025610958902400,223.96222119904317,52.659895678713475,9.3011675,8.015202,2458.2002,4204.1377,0.107900605,1.2859659,4525.244,2.1217,-0.3379,10.038532,0.01,1237659324946579573,0.1585101
1609087992546645632,213.31995115013447,54.026275588387335,11.874483,11.203299,2221.2373,3282.5903,0.096465625,0.67118454,6140.331,4.2989,-0.298,,0.12,1237661387067949065,0.040859606
1620614653976519168,221.97067600736736,63.79655426460344,12.510634,11.627296,1560.5249,1998.813,0.062628984,0.883338,5544.5884,4.5325,-0.1909,5.1835256,-0.12,1237674479734554711,0.099601634
1622538593166338432,239.47767587320212,56.96288418085623,12.366292,11.658565,1760.726,2575.8562,0.10009317,0.70772743,6006.12,4.1802,-0.3883,6.7002106,0.15,1237665569826209922,0.16094977
1631864032319021568,253.42408512740036,63.863847623295555,13.494422,12.229763,1643.5829,2381.9124,0.14350682,1.2646589,4793.899,4.6211,0.2227,,0.01,1237671768541626549,0.03399314
1650665333259934080,257.1384409237747,70.26131035411187,12.640873,11.886575,1944.6321,3277.26,0.07929957,0.7542982,5919.6133,4.3606,-0.5228,,-0.07,1237655746699984918,0.048514374
1655414055261231104,256.19542683680936,73.92000969798174,12.616221,11.814397,2027.4327,2900.2502,0.08119514,0.80182457,5755.666,3.9142,-0.1612,,0.4,1237655747772153963,0.0022574526
1659984798112914176,210.7099136154639,59.309128253253036,13.094481,11.886071,1137.273,1730.4396,0.06672482,1.2084103,5274.8477,2.9362,0.0408,10.51442,0.09,1237655369293692979,0.041616235
1671611098488449920,211.66100421935468,66.19166696124618,10.830392,10.195937,2508.6614,2748.4895,0.077249765,0.6344547,6352.953,4.1797,-0.3557,,0.26,1237651274052599855,0.3982769
1730339592236934144,315.7580084348667,2.6197440846980524,13.509158,12.2083845,1472.8297,1780.1925,0.09093414,1.3007736,5219.2056,2.8274,0.0383,8.339606,-0.03,1237678620082831763,0.022860453
1737090932933583744,315.7385723467353,7.303472683930518,13.234096,11.8545885,1639.5673,2794.6807,0.05261333,1.3795071,4823.4863,2.8022,0.1526,,-0.02,1237678855768048141,0.097471096
1740024228093788160,319.0537171001605,7.864444564753794,12.623374,11.784493,2346.3694,3375.5962,0.06297468,0.83888054,5819.1455,4.1332,-0.4184,,0.02,1237678847716884617,0.04669966
1776250937204827904,332.68104067464924,17.736417909224407,11.267017,10.635619,1291.27,2571.7498,0.7637717,0.6313982,6467.283,4.2136,-0.3462,31.920488,0.8,1237680268814712960,0.22543667
1779250297550412672,329.03416512932904,18.21929224627876,12.257049,11.230694,1620.7267,2991.3142,0.21064341,1.0263548,5256.105,4.5784,0.2941,9.318859,-0.03,1237680297805217821,0.08270408
1784398417151469056,321.1178144667352,17.287695286710317,12.490496,10.827104,1228.1354,2023.5208,0.1304739,1.6633921,4426.5073,1.446,-0.2562,10.99544,0.18,1237666243603267936,0.057148106
1787208773167363840,321.20309556450434,19.733787551585944,12.670731,11.812801,2116.3184,3007.64,0.05515128,0.8579292,5522.916,4.3841,-0.6536,,0.17,1237678535810613453,0.026663646
1787241479342186496,322.2853212088626,19.867113493058728,11.679807,10.714167,2408.378,2691.7773,0.14817613,0.96564007,5360.2656,4.123,-0.0667,,-0.08,1237666246288408784,0.05524459
1873547575845033088,337.94428287596435,20.131614973485835,13.410719,11.856545,989.9604,1972.7334,0.08778366,1.5541735,4572.4565,2.4665,0.1231,,0.06,1237680272038297783,0.07376238
1961031287963071872,330.5167164232239,44.02485510045094,11.005412,10.178641,2955.7122,5262.234,0.10124048,0.8267708,5769.8994,4.3186,-0.2742,7.6324825,0.09,1237671939286958195,0.07003565
1977965278863001856,325.7449881640065,47.97173059826721,11.731124,11.078635,2414.6282,4623.3438,0.102671415,0.6524887,6472.4863,4.1075,-0.1211,6.1231623,0.14,1237671939284666474,0.111233786
