source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff,logg,mh,vbroad,alpha,original_ext_source_id,angular_distance
241814802023271424,51.645209711580215,44.693474428480215,12.437082,11.093929,2097.9397,4241.6973,0.08363848,1.343153,5228.0464,3.3495,0.0761,,-0.09,1237670458586694202,0.07534243
248063326603453312,53.223376493834664,46.52232298067555,12.661878,11.734612,2143.2886,2171.5527,0.039146982,0.92726517,6267.07,4.021,-0.3995,,0.34,1237670961097540018,0.04810347
249408853959833856,54.41669008031443,48.45320498224953,11.483201,9.928145,2007.5487,3325.7393,0.099931926,1.5550556,4938.423,2.6696,-0.1186,8.37313,0.02,1237670961635328222,0.054068744
251930141500602368,58.51822029699264,52.30016302528646,10.961724,9.363906,2127.668,4942.0107,0.07822099,1.5978184,4777.8223,2.6006,-0.1079,,-0.02,1237667139637019230,0.06117662
396710156151016448,20.825522906289898,43.649703349205296,12.770525,11.421061,1653.6383,2864.2734,0.13294895,1.3494644,4623.4897,2.1529,-0.4099,9.348097,0.01,1237666216230256886,0.026211997
409218677167098112,23.218264760799457,55.15805768907568,12.0201845,11.184765,2063.3252,2752.61,0.1060578,0.83541965,6267.524,3.8179,-0.3223,15.5284605,0.55,1237671069536158738,0.02293636
505690484526649856,27.69765986211594,57.01979009320439,13.191679,12.051578,1065.1243,1083.5049,0.10936059,1.1401014,5904.803,3.5786,-0.0858,,0.09,1237671066852851801,0.04650347
511314688360154496,27.761914330674507,61.575518365521795,12.719694,11.873722,2817.7334,4904.5117,0.018013751,0.84597206,8979.06,4.0255,0.469,,0.68,1237670445687374463,0.015824072
511403375146572928,26.605111768697277,62.22634754776331,13.139,11.987725,2392.5193,4576.273,0.0,1.1512747,5934.1606,3.9399,-0.5395,,0.14,1237671069002498384,0.11388785
545845370721163264,40.35141976475039,72.60547698121222,12.949248,11.929797,1076.8417,2671.8206,0.021163464,1.0194511,6576.338,3.978,-0.2315,14.490996,0.47,1237671071143362774,0.040905617
545989097506835840,42.0432408151691,73.36418619251896,14.567471,12.537508,1228.5167,2280.4282,0.0,2.0299625,4973.935,2.7644,0.0705,,-0.04,1237670444082397235,0.06970924
546098292755924992,35.257974177808,71.37688686800858,14.475903,12.241814,1092.0392,2502.8596,0.0,2.234089,4829.1562,2.6549,0.2303,,-0.03,1237671072216318148,0.034787938
549358099916938624,45.62723370202186,77.5851919315815,12.9340315,11.892069,1888.6891,3006.6868,0.06678469,1.0419626,5951.3276,4.0213,-0.3391,5.346931,0.29,1237671562376315054,0.06884583
801462200471445632,145.1255933722877,40.45653760114559,12.125723,10.816841,1547.3394,2749.6433,0.10020013,1.3088818,4644.391,2.1537,-0.5715,11.563003,0.2,1237660344473485379,0.03279928
829620624539264256,159.91175245102806,45.321273904777705,12.227489,11.255938,572.25977,765.893,0.0963639,0.9715519,5240.598,3.7068,0.0497,7.187738,0.04,1237661358073708547,0.06190283
834533178068482816,156.4911494003577,48.34636520802606,13.158146,12.310029,1649.0126,2005.955,0.08129663,0.8481169,5530.7744,4.173,-0.3579,,0.29,1237657856066322443,0.07736625
836659736636350208,160.89027868845318,50.805020879509286,13.776132,12.07407,2007.8999,3633.1223,0.2786644,1.7020617,4298.7837,4.5748,0.2597,,0.26,1237657857678442550,0.06987326
840016614356430080,173.3415045404797,52.1205588093073,13.078266,12.30394,2478.912,2449.684,0.06595604,0.7743263,5883.696,4.2506,-0.3122,,0.03,1237657629526065200,0.039342795
844111161297203584,171.59133790959146,56.05693030502575,11.434658,10.720152,2492.667,3331.351,0.28405628,0.71450615,5996.368,4.0104,-0.1388,,0.13,1237657220414963747,0.059648283
914337724877482880,126.48093619130289,39.54193111677728,12.543416,11.8150835,1690.0353,1865.0342,0.45062155,0.7283325,5895.342,4.0824,-0.7941,,0.64,1237657608036024425,0.032495018
930416944266496896,125.61793725270086,46.66659506351499,11.383215,10.643118,401.81754,380.78314,0.40097088,0.74009705,6024.269,3.7143,-0.4269,,0.22,1237651250409373808,0.07314126
1010279971350372480,133.01855927980804,45.144487024952184,12.733164,12.095454,2065.9915,3831.9817,0.46738797,0.6377096,6288.4375,3.7437,-0.5908,,0.48,1237657771777851447,0.0457975
1014935170438659968,129.74639302246388,48.7738928826729,11.996519,10.863931,1797.511,2657.3767,0.15625295,1.1325884,4848.91,3.0337,-0.3073,,-0.05,1237653614255145013,0.075036645
1026459392327594368,144.8847566686618,59.027903363617035,13.009717,12.290049,2131.96,2833.6504,0.05781037,0.7196684,5977.161,4.1837,-0.159,,0.05,1237651251490521128,0.14859264
1028780766315678336,128.50053164405128,53.28147455426296,12.759428,11.878511,1416.875,2481.0442,0.04650264,0.8809166,5502.1436,4.4367,-0.1437,,0.04,1237651272961228803,0.020835418
1032376551591379328,125.67423437233549,55.264452297067784,12.2932625,11.629247,1964.0974,2131.4238,0.057344973,0.66401577,6340.842,4.1106,-0.3551,,0.29,1237663531333976258,0.019869706
1032415373800184320,125.35948627412043,55.15475383348887,13.040234,11.419246,1136.395,1751.2365,0.06676197,1.6209879,4440.558,1.8526,-0.0433,9.61227,0.04,1237663531333910627,0.10267271
1034698887652789120,128.45088896358536,58.73066956905221,12.66816,11.698014,3193.8489,4902.527,0.064617574,0.9701462,5330.4424,4.4546,-0.0892,,0.03,1237663786885251106,0.037980594
1040542723235269120,131.30343601214415,58.57613047084309,13.285845,12.017581,448.07675,932.0116,0.072658785,1.2682638,4571.488,4.3851,-0.0617,8.470245,-0.14,1237663530799071357,0.084905274
1049385343638077440,148.48458961489655,58.13572345467494,11.706272,10.995638,1853.3042,3250.2551,0.16462056,0.71063423,5979.705,4.0794,-0.4551,,0.17,1237654383592145042,0.026340192
1051921195409385984,153.52518644643567,61.92171210994738,11.967211,11.245901,2351.8074,3483.6519,0.11011751,0.72130966,5966.719,4.2463,-0.2464,,0.06,1237668672400850972,0.07869534
1060046959999694848,163.99314713321445,66.80067180008415,12.486299,11.77374,1470.5316,1254.4314,0.07006445,0.71255875,5996.0127,4.1403,-0.2998,,0.26,1237651539782467613,0.04075274
1060893622608453888,169.03910510246004,67.54070535522877,9.664087,8.852577,2313.226,3688.921,0.06661524,0.8115101,5796.304,3.9608,0.0598,,0.02,1237651539783385098,0.28002784
1100824929993665280,104.61587146792557,65.30042798566281,12.420667,10.391216,413.2398,702.155,0.28069556,2.0294504,4827.7173,1.5033,-0.7878,10.496941,0.14,1237666463726829827,0.25849983
1101490993520848128,107.05354533271817,64.82245372385582,12.385633,11.722243,2247.5525,3329.122,0.112414375,0.66339016,6301.196,4.2525,-0.2339,,0.4,1237667205677121594,0.03617595
1101529888744501632,107.27519032843988,65.35798640925593,11.409905,10.76465,1809.2709,3458.4905,0.12972699,0.6452551,6403.9966,3.9436,-0.4213,24.429861,0.76,1237667206214058072,0.09690823
1104246094782323840,97.28700757288361,66.05996585050646,11.367371,10.104902,3126.326,4533.9946,0.09322352,1.2624683,5021.405,2.6254,-0.0893,9.588015,0.07,1237667208359837930,0.06185666
1134012279727811328,158.92197687502085,81.1694947570908,12.968109,12.080812,2055.4006,2396.0364,0.084628046,0.8872967,5531.2812,4.1635,-0.2702,,0.04,1237671688007122980,0.049153157
1349732883387939456,268.0984806802074,45.115916330993436,12.454061,11.569202,1610.4795,3904.3564,0.041728016,0.88485813,5576.2246,4.2887,0.0933,5.2806826,0.02,1237656530536169739,0.015139755
1358850381698931200,256.9783063478732,45.596005878778,9.803389,9.3342,2371.2483,3349.1582,0.17207502,0.4691887,6971.448,3.7728,-0.2607,24.22393,0.22,1237668681527460033,0.461027
1368758562014131328,269.08316489160484,52.90115150424421,12.948223,11.9016,1521.7085,2042.8114,0.19122933,1.0466232,5071.287,4.3584,-0.0847,13.578077,0.12,1237655748855398426,0.036833245
1387898619911211904,232.5431581357447,38.75366568995327,11.046532,10.424002,1871.7715,3739.2092,0.08157514,0.62253,6348.233,4.2285,-0.0248,26.470842,0.46,1237662503754006591,0.23622724
1390683476706248192,232.92357426062532,41.79757985423132,12.43186,11.635663,1769.419,2795.1416,0.06629237,0.79619694,5686.258,4.3684,-0.5298,,0.16,1237662500539990059,0.03363013
1422402978418010240,263.27293103971203,57.66356813673079,12.516467,11.542895,478.6552,719.6966,0.078695685,0.9735718,5497.7715,4.5428,0.296,8.583417,-0.08,1237656529993662672,0.07931045
1422617932941957760,267.2397974137064,58.09627430042902,10.100524,9.270306,2163.8267,4256.3477,0.10280936,0.8302183,5659.382,4.0625,-0.173,,0.02,1237655748316168410,0.19748425
1434274298088468736,259.4206686229918,59.216246502476224,12.927223,11.842164,1216.9955,3478.1162,0.088927485,1.0850592,5087.5967,3.6223,-0.01,,-0.09,1237651213360824359,0.038886134
1436890212345511040,255.5366562918113,59.0467070249301,12.788867,11.916227,1438.5006,2521.6003,0.06998075,0.87263966,5549.4604,4.2387,0.1309,,-0.1,1237651224097980595,0.030856403
1502436635963248128,207.73953415576136,44.357052644956006,12.926728,12.233294,2554.7734,2663.5706,0.06872662,0.6934347,6046.5347,4.3451,-0.5828,,0.44,1237661360762978349,0.093889855
1512786579433044224,210.57406577479483,52.71940871545817,11.520458,10.611373,2311.2112,3602.2244,0.13492022,0.9090853,5521.2847,4.502,-0.1649,10.546987,0.12,1237658802581471370,0.046798132
1512790668240952832,211.7624019324552,52.21234802728991,8.565692,7.2949996,2508.7524,2590.9087,0.10598924,1.2706923,5247.369,2.7716,0.051,7.829294,0.07,1237659132743974947,0.34186807
1553508607475894016,201.50815734848183,49.754413506053865,12.205992,11.335846,2473.9382,4372.7383,0.053591486,0.8701458,5520.2183,4.3939,-0.0678,,-0.02,1237661152453853192,0.046613347
1553830283346907648,197.0665046986816,45.65824843758632,11.573146,10.518608,2977.5654,3913.2686,0.109364994,1.0545378,5082.513,3.3761,-0.2354,,0.02,1237661355937497093,0.11387386
1568797007423333376,187.2080043355589,51.80185045349655,10.709878,10.097867,3146.794,4060.2778,0.11075851,0.61201096,6383.61,4.1023,-0.1496,15.515691,0.27,1237657628456058905,0.20206018
1570468436895064576,192.03905163862436,54.743217037080505,12.748473,11.591912,2053.1245,3224.1245,0.038797762,1.1565609,4921.615,2.8439,-0.3029,,0.17,1237658917457952870,0.095714316
1581189259380739072,186.23975757507895,59.101980768452165,11.943229,11.045443,1881.2151,3156.5356,0.085733905,0.89778614,5457.8633,4.4031,0.1023,13.541116,-0.09,1237658607682191412,0.100787744
1582763347715001984,181.67030147885816,61.76251090876773,11.578799,10.8921795,2106.7305,3542.8203,0.13189045,0.68661976,6081.526,4.0957,-0.1745,7.0492477,0.11,1237655463768031279,0.06366274
1588166382213928960,229.5015225849109,47.387487516293156,12.337567,11.5324745,1572.2834,3202.5198,0.25578326,0.8050928,5700.1533,4.1073,-0.2059,20.610336,0.24,1237659161733234776,0.049741033
1588769704859725312,226.4146327502301,47.68447111739764,12.950902,11.678646,1143.9974,1388.9136,0.070540845,1.2722559,4657.1055,4.5831,0.0693,,0.04,1237659120400203806,0.07709631
1606668826447507072,219.82715714981998,53.08374578031053,12.0956545,11.318501,2035.8142,2919.6997,0.06268518,0.777153,5747.45,4.2732,-0.5262,14.571489,0.6,1237661388143394836,0.044609025
1622882976528774912,240.15976019931287,58.004274306759534,12.30517,11.377987,1834.0293,2913.241,0.09598886,0.92718315,5403.8135,4.061,-0.0843,8.821455,0.02,1237665570899755055,0.0495977
1635497609011453696,254.93615513661655,66.049754132219,12.242529,11.369376,2542.1736,4932.875,0.09538569,0.87315273,5817.3184,4.0855,0.337,,0.06,1237651309995229265,0.07791527
1638448247246916224,261.9243693174741,69.62003089313733,12.395862,11.647119,1696.8444,3558.363,0.080197975,0.74874306,5908.6553,4.2718,-0.4051,,0.24,1237655748311056467,0.021535251
1656263672807602688,256.57716625456,74.77001788525324,11.376742,10.715092,1570.9865,3234.568,0.11865073,0.66165066,6188.066,4.2133,-0.1988,,0.01,1237655748308697130,0.1055804
1664585360921715328,205.35426890030215,62.72107010868846,12.91577,12.0801935,1762.5817,1885.0875,0.07184844,0.83557606,5646.779,4.1772,0.1604,,0.1,1237654398623285289,0.05918906
1668558927224860032,214.30477829495257,65.99480216576279,12.562595,11.889865,1685.8396,2750.14,0.05455091,0.67273045,6129.264,4.1202,-0.2171,,0.08,1237651540327923771,0.035952378
1672417212310479744,204.8498593719773,67.0838440073248,12.463567,11.674613,1602.7446,2374.7427,0.06296304,0.7889538,5749.0063,4.1708,-0.1756,,0.26,1237651539789348904,0.011642715
1676382536571936896,196.83462466438223,64.18398380009785,12.488042,11.428296,2045.2977,2486.0698,0.06235275,1.0597458,5125.1045,4.6433,-0.2248,,0.21,1237654609607327801,0.052739765
1676494892916513280,193.70749597860032,62.51700158996818,12.703598,12.053933,1811.1204,2319.735,0.037695695,0.6496649,6220.928,4.1734,-0.3003,,-0.0,1237655370363568218,0.024294514
1678856540813790592,194.15562778947896,66.33167388532411,12.956981,12.16961,1906.3768,2355.1033,0.07226059,0.7873707,5808.195,4.2672,-0.479,,0.52,1237651537640095814,0.039038226
1703110942689320448,251.65829590192124,75.30305649282002,11.295795,10.047581,1500.0448,3370.5642,0.07381141,1.2482147,4883.8135,2.6672,-0.0682,8.151063,-0.07,1237656562744885356,0.11410123
1709418669099112320,246.27666191997056,79.39237798350239,10.671507,9.174126,1395.5535,3901.8425,0.07438101,1.4973812,4715.1216,2.2857,0.1116,8.913616,0.05,1237656563816792302,0.14852607
1773108945289787648,326.5658003616689,17.03352558041071,10.5891485,10.027518,2654.7349,3264.3582,0.12294621,0.56163025,7189.3945,3.9103,-0.0647,25.838806,0.18,1237680270959706136,0.36071798
1773197559054846080,328.18308498236246,17.543353596215706,12.621767,11.773414,1666.1674,2110.2446,0.07957064,0.8483534,5958.8306,4.3466,-0.5134,8.45402,0.07,1237680297267888379,0.096066125
1774930969200932096,331.40359334617864,16.29739885831966,12.18466,11.295435,1638.3918,2780.2031,0.14048533,0.889225,5516.0103,4.344,-0.3074,,-0.01,1237680245728673950,0.07679994
1783882647414145152,320.5836525124502,16.297987415198964,12.175571,11.355913,1723.6978,3821.815,0.10741366,0.8196583,5756.1875,4.3794,-0.3538,,0.35,1237678536345977056,0.053655464
1873807232388181120,336.77376860572605,20.530634497609228,11.96631,11.226706,1596.3256,2232.8645,0.08648177,0.739604,5896.1157,4.3965,-0.46,11.927133,0.1,1237680298882301986,0.018784987
1875675341299428480,337.7966972401186,24.138493802190446,11.68765,10.991733,1282.6334,3077.9663,0.15388206,0.6959171,6054.0146,4.2561,-0.3138,,-0.05,1237680301566460298,0.071317464
1940087549955841920,355.4576728086571,47.76339375007029,13.086236,11.830105,2139.2322,2843.5156,0.030643754,1.2561312,4953.7505,2.8116,-0.0893,,-0.03,1237663235517579698,0.03578785
1940142418161393152,355.21312362019376,47.93280748805511,12.334756,11.049918,2242.1125,3101.5884,0.11625769,1.2848377,4969.4204,2.7884,-0.1197,,0.01,1237663235517513810,0.076709785
1961472153463302272,333.13425061996026,42.98929439332346,12.809017,11.908145,2537.7937,3810.0002,0.038579695,0.90087223,5590.981,4.321,0.0905,,0.14,1237672026781319535,0.092178255
1979122068187761024,323.6531388985935,49.38181546588829,13.9627,12.343014,1352.5441,4066.1628,0.0,1.6196861,4709.689,2.4038,-0.1215,,-0.27,1237671939283813993,0.066273496
1996998993367954560,350.2961368920653,55.59945585729962,13.582384,12.250395,824.08356,1284.7587,1.3475925,1.3319893,4719.664,4.3201,-0.664,10.576538,0.1,1237663230157980337,0.027702997
235199830832497024,51.98480703222964,39.13238073946944,12.805234,11.579738,237.41306,306.26746,0.068171225,1.2254963,4836.8296,4.5781,-0.0746,17.717907,-0.31,1237661121315406167,0.048545677
236309963917376896,50.96838680076319,40.62925093613059,8.803217,6.877997,558.1253,978.99493,0.124540545,1.92522,4728.679,1.8795,0.1399,7.8462844,0.03,1237661083199734036,0.6746077
241152999103534976,51.902067965138656,43.718169063238804,13.082516,11.782912,1788.895,4266.913,0.936847,1.2996035,5215.127,3.1474,-0.1318,10.921859,-0.16,1237670960022553022,0.048927937
245293832913552512,56.38247205464908,46.98792303787638,13.494384,11.951594,1568.9652,3199.552,0.10186681,1.5427895,4825.6475,2.3921,-0.5206,,-0.04,1237670456977784885,0.07961259
275299402154400384,65.20010977477405,53.30282507257553,14.46935,11.417259,334.1843,829.1452,0.18192238,3.0520906,5309.6304,2.0563,0.1064,11.04394,0.18,1237666462643061587,0.079670645
276871394549129600,65.17515828099428,56.423552709296466,11.663432,10.7237425,1888.6835,3368.2996,0.1719637,0.93968964,6519.17,3.9305,-0.5053,,0.1,1237666465328399019,0.08379844
336596105951294848,42.945806814819804,42.58179129003171,11.560342,10.888916,1796.7123,2243.334,0.98220503,0.6714258,6395.6733,3.5818,-0.3619,17.722546,0.23,1237661081586434462,0.03865132
354126036446735744,37.21691935797104,47.19963484522896,12.903219,11.54055,1424.073,1892.0251,0.041902013,1.362669,4562.3315,2.1806,-0.3888,12.90474,-0.18,1237660978503811986,0.08036444
354343293073097600,37.67259920541187,48.25962199622427,12.654465,11.003914,1162.2947,2623.0164,0.07664356,1.6505508,4468.4165,2.1646,-0.0197,7.7387347,0.02,1237661057424491509,0.06793456
376765702418428672,17.78503265704341,44.57696714560597,11.441476,10.8458,1960.3203,2444.1843,0.16903198,0.59567547,6622.2686,4.1819,-0.1551,11.995712,0.37,1237676442003767665,0.056982998
399305789569204992,25.016873914348885,48.01490745330729,12.964165,11.423008,1215.3699,1660.0759,0.040533777,1.5411568,4679.9077,2.4445,-0.0007,,-0.03,1237666213547999559,0.035762157
433827366601701376,42.488275915717715,44.84429241203121,12.479341,11.673823,1831.3302,2223.6611,0.06358016,0.8055172,5949.3022,4.0172,-0.4013,,0.32,1237661059571581030,0.065369196
438276368606176768,39.340083146681906,47.677655693437515,13.375097,12.194299,855.42303,1504.2114,0.08253903,1.1807985,4946.802,2.8224,-0.5009,15.51088,-0.09,1237661057425080547,0.07142977
511955360040309888,27.75906264954206,63.44368500408874,14.153327,12.420247,1182.2522,3775.7473,0.0,1.7330799,4777.3213,2.3592,-0.699,,-0.14,1237670446225031921,0.42734995
511980000277709952,28.93255037939229,63.80628971757215,14.124172,12.101298,1744.4644,4233.9893,0.015243585,2.0228739,4863.314,2.2363,-0.0345,8.870539,-0.13,1237670445688357478,0.038780577
519641775250743552,28.48681149537623,67.03346428822404,12.873783,9.791653,638.14655,1558.1351,0.24106432,3.0821304,4713.7295,1.4009,0.232,7.188007,-0.05,1237670446763474971,0.22974436
555418440507121408,49.39325593403646,78.51178149907422,10.617123,9.854674,3284.9187,5255.1533,0.09243618,0.7624483,6262.197,3.9389,-0.3121,,0.14,1237671072219856912,0.1036778
561487607253482880,41.498314885973805,78.29608130932863,11.133527,9.733929,2305.5718,4831.9478,0.0898772,1.3995981,4649.184,2.2754,-0.3894,7.563602,-0.03,1237671073830011131,0.020246109
790546077232563840,175.13264870433878,49.34827358002428,11.496798,10.775945,3076.847,3866.955,0.20388493,0.72085285,5953.5693,4.0525,-0.4646,,0.14,1237658612519534619,0.082900606
824208587789310208,144.5559659709248,45.798651158315415,12.381912,11.586077,1886.4728,2981.8088,0.09126301,0.7958355,5709.405,4.2247,-0.2364,,0.08,1237657630591156370,0.08417498
826102157266744064,145.92720866732688,50.01773197686199,10.626652,9.981732,3939.434,5109.185,0.1282997,0.6449194,6251.9707,4.1447,-0.1891,,0.17,1237657770171564045,0.06711078
852486553682853888,153.03593138824777,54.07533231289115,11.319941,10.510836,2096.5083,2525.1174,0.14429246,0.8091049,5679.965,3.7638,-0.7593,19.302805,0.45,1237657222557794317,0.06434069
857036195360207104,166.38970392328412,57.45808639565685,13.929523,12.628259,1344.2765,2751.175,0.0,1.3012648,4645.337,4.5821,0.42,,0.14,1237655106763030579,0.065370746
857769844493191680,168.73548763693222,59.193946713802255,12.302227,11.582547,2094.803,2487.8203,0.08047361,0.71967983,5958.968,4.1239,-0.2828,,-0.07,1237658303817908323,0.073674306
911842589396705536,129.28684787626392,40.3430787549724,10.506269,9.800236,4559.0884,4271.018,0.098483615,0.7060337,5993.3667,3.5829,-0.3104,5.9501038,-0.0,1237657606963200051,0.03329843
931860813488069248,126.40367268289572,49.49002880584553,12.82185,12.093051,2016.1254,2594.5588,0.12275056,0.72879887,6107.834,4.0484,-0.7856,,0.21,1237651252021100614,0.036081593
931920187115899136,125.3915514974838,49.792342640967945,10.582654,9.073694,1812.7794,4545.388,0.09187537,1.5089598,4627.027,2.1225,0.1095,7.292517,0.06,1237651495223427151,0.13367656
1031045489687948032,130.32311903518004,55.27759818204678,12.879564,11.949028,2286.1636,2515.659,0.07517233,0.93053627,5448.9834,4.2184,0.2426,5.2564983,-0.18,1237651273499017311,0.07570903
1042349087696419584,130.18192218305657,61.97803355251089,12.563165,11.201438,2049.1404,2733.759,0.06350396,1.3617268,5313.5933,3.189,0.1051,14.024212,-0.02,1237663788497174578,0.07280352
1045277087160539904,150.57182534484124,56.240398282388085,12.0612955,10.876479,1408.6315,2288.9868,0.11444086,1.1848164,4792.6567,2.5361,-0.2358,10.387574,-0.02,1237658304887259171,0.078527234
1051857595533345280,155.34845666702935,62.34543643458065,12.07518,11.259381,2204.5005,2868.7185,0.2220158,0.81579876,5683.524,4.2753,-0.5217,,0.09,1237668672401244222,0.07732857
1052889693354244608,153.48450956631686,63.299628261020665,11.846143,10.944033,2115.5142,3208.0315,0.113291845,0.9021101,5454.511,4.457,0.0933,,-0.04,1237651271894630407,0.010886409
1053866884313759744,162.07470888794097,60.87617216438628,13.332795,12.332582,2216.79,2466.1812,0.087810986,1.0002127,5228.259,4.5631,-0.0669,,0.21,1237655370357014643,0.020367038
1059542219738901248,158.54229443364233,65.33556492452458,13.039204,12.2906685,2449.8079,3143.86,0.059050407,0.74853516,5867.439,4.2278,-0.3072,,-0.08,1237651272969617429,0.07499216
1070471777637094784,148.63195015093336,69.02390760493493,12.602625,11.757943,2039.8445,2505.181,0.05199216,0.84468174,5777.408,4.1039,-0.4148,,0.4,1237663788501696613,0.010326308
1094838737717692032,119.44461338280352,65.53571049968379,11.364095,10.125929,3635.5642,4101.189,0.08797418,1.2381659,4569.7563,2.1796,-0.5345,7.992872,0.01,1237667206216286240,0.026187485
1359831554092664448,254.88664226036332,46.312678109915026,12.940626,12.088352,1443.0726,3285.36,0.085019164,0.85227394,5720.078,4.3988,-0.3417,,0.3,1237668503297130522,0.031096922
1404661705469306624,238.6124661517667,52.182150369950996,11.205206,10.188035,2472.0002,3670.232,0.77735263,1.0171709,5708.615,3.6743,-0.0641,,0.08,1237651251511951375,0.2190809
1417825230475541120,263.662423309565,54.027197231909355,12.049548,11.261389,1911.324,3169.008,0.08045884,0.7881594,5728.16,4.1776,-0.5293,7.453864,0.27,1237659896175263868,0.06747334
1421163519576307840,265.71320369413684,56.44150800790698,11.935741,11.034892,1380.7676,3394.9116,0.42110795,0.90084934,5688.012,4.0179,-0.3341,6.989669,0.35,1237656562753470599,0.054764155
1440353669676638848,262.25254456509185,63.367958276575216,10.774831,9.514156,1948.5005,4682.742,0.08906727,1.2606745,4812.5835,2.4992,0.1295,,-0.06,1237671938731606035,0.038939875
1488694321163139200,222.89688225670298,40.560007634160925,13.169727,12.140627,1939.7377,2370.2607,0.042827338,1.0291004,5292.1406,4.6146,-0.2418,,0.1,1237661434320519389,0.07292792
1509218526762199936,208.71782001671798,47.29188467577042,11.729461,10.575212,1860.228,2737.197,0.111979574,1.1542492,6039.6074,2.3818,-0.31,,0.57,1237658204518416466,0.038059507
1566198689647283328,198.65876053229496,56.36705821738507,12.890347,12.0207815,1699.0198,2176.6023,0.01638969,0.869565,5501.9443,4.4911,-0.2884,,0.15,1237661417135079494,0.049599964
1598406443241089280,238.48562831108512,55.93050878796907,10.881058,10.3164425,2780.3938,3727.5886,0.08200373,0.56461525,6614.8706,3.8222,-0.4702,,0.14,1237654949986697223,0.16172026
1608017102580574592,214.499657525339,52.78772011644827,11.574051,10.9038925,2214.0942,3558.3384,0.11569655,0.6701584,6157.128,4.3085,-0.4154,,0.2,1237661385994666023,0.23018
1615637508435078912,231.78630080694748,61.41576686641513,13.004846,11.949587,2341.046,3799.632,0.053720403,1.0552588,5781.257,3.3744,-0.1632,,0.13,1237665569823653897,0.022816585
1615922453745200512,228.7855946770182,60.740827255286966,11.612442,10.960604,2273.6375,4300.441,0.123799466,0.6518383,6251.082,4.2448,-0.1007,,0.12,1237654949983617080,0.0585329
1617148684087995136,219.07721983526284,58.67734455404606,12.893113,12.106485,1877.4706,3644.0916,0.069721766,0.78662777,5795.3975,4.3699,-0.3438,6.0781236,0.18,1237655370906140691,0.08126553
1619428040411930240,223.0254175930216,62.1493018513343,12.955875,12.149249,1915.2296,2647.9922,0.05513856,0.8066263,5673.259,4.4447,-0.4277,,0.03,1237651538719604787,0.15097441
1623079381088997248,240.97907737661507,58.20490669578817,12.895081,12.210823,1578.3329,2106.8691,0.22919598,0.6842575,6111.8794,4.2686,-0.1538,,-0.13,1237665571436626042,0.050330844
1676938094886271104,192.4096066113767,64.25086815196305,12.835607,11.657063,1481.6371,2429.0266,0.40802482,1.178544,4856.2417,4.5834,-0.3204,10.985157,0.0,1237654875361771532,0.042784695
1679321114540814848,196.76152795975892,67.04390696754136,12.940299,12.212609,1784.2683,2247.073,0.043298826,0.72768974,5963.111,4.3625,-0.1871,,-0.19,1237651538714230867,0.22293203
1682645286084529792,186.5339941353388,69.084898834482,11.756342,11.078624,2514.1191,4120.0674,0.7120078,0.67771816,6236.3975,4.1935,-0.8623,,0.18,1237658607686582324,0.03868368
1705636619681825792,268.1427269934306,78.87047456394356,12.981728,11.7435055,1139.4882,3375.4685,0.09863142,1.2382221,4774.9326,2.5254,-0.2008,,-0.06,1237663269333106714,0.20273888
1729639748790309888,315.97533867351797,1.4560035221264387,12.655864,11.810866,1441.8806,2258.9368,0.037183333,0.8449974,5648.0034,4.1716,-0.0129,,-0.26,1237666211414343747,0.008262356
1732189692349312768,317.75039592711147,4.566995708769397,12.233136,10.90485,2833.4858,3713.8726,0.14783154,1.3282862,4866.399,2.7462,-0.1574,,-0.0,1237669697291288842,0.11859138
1732537756498833408,318.6106887969135,4.837805616442247,12.740818,11.906813,2323.6245,2035.6499,0.048469897,0.83400536,6074.002,4.2271,-0.7083,,0.09,1237669762252734530,0.08290436
1738849537357719168,321.0578405156181,6.415724921239103,12.290568,11.33326,2524.9558,2835.3064,0.10176078,0.95730877,5591.5947,4.4572,-0.2913,,0.18,1237669763864461543,0.019910805
1776056701604138496,330.06796076580775,17.547364240908646,12.835114,11.959499,1720.4646,1865.8157,0.07953683,0.87561417,5539.6597,4.1457,-0.5223,,0.18,1237680269350469802,0.013100082
1793373696207889408,326.4227531722132,22.155427384073715,12.365162,11.540264,1274.1482,3544.3933,0.08297716,0.82489777,5573.115,4.3541,-0.7109,,0.19,1237680302635549024,0.056125235
1938773526181953024,353.2578179871436,47.58207016836586,12.866861,11.565802,2402.6433,4152.9834,0.033754855,1.3010597,5044.9795,2.7506,-0.1776,11.210308,-0.01,1237663229087842406,0.032096412
1943345471628764672,354.5851887554282,48.80123263758688,13.6306715,12.234123,2495.0823,2923.427,0.101789,1.3965483,4885.645,3.0343,0.1691,,-0.05,1237663230698061907,0.026941571
1976029107605873024,328.6229991076371,47.07507361462265,14.3417225,12.269263,1222.8181,2917.1924,0.0,2.0724592,4681.7993,2.2441,0.1708,7.179596,0.04,1237671940359259283,0.14444052
1977687308576713600,326.6348807926031,47.20513539748717,11.096018,10.368799,2201.103,4699.229,0.15461488,0.7272186,5940.1675,4.1352,-0.5076,5.294209,0.13,1237671939285123423,0.064806685
