epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,9.999999747378752e-05,0.007871516048908234,0.07912380993366241,0.017830803990364075,0.006902271416038275,0.07306183129549026,0.017906352877616882
1,9.999999747378752e-05,0.006371048279106617,0.06842019408941269,0.014848146587610245,0.0060645900666713715,0.0658237487077713,0.016262328252196312
2,9.999999747378752e-05,0.0060991207137703896,0.0661076083779335,0.014281774871051311,0.006109925452619791,0.06675008684396744,0.016388239338994026
3,9.999999747378752e-05,0.006095731630921364,0.06619009375572205,0.014262826181948185,0.0060616652481257915,0.06545552611351013,0.016299448907375336
4,4.999999873689376e-05,0.006035937462002039,0.06552034616470337,0.014169085770845413,0.005975004751235247,0.06512069702148438,0.016086233779788017
5,4.999999873689376e-05,0.006034334190189838,0.06558370590209961,0.014157772995531559,0.006034988444298506,0.06544194370508194,0.01622026413679123
6,2.499999936844688e-05,0.006001290865242481,0.06529654562473297,0.014087698422372341,0.0059637646190822124,0.06495794653892517,0.016069529578089714
7,2.499999936844688e-05,0.005992638412863016,0.06523463875055313,0.014078376814723015,0.006098527926951647,0.06710582226514816,0.01632349193096161
8,2.499999936844688e-05,0.005992514081299305,0.06527534872293472,0.014077497646212578,0.005952897947281599,0.06494168937206268,0.016070734709501266
9,1.249999968422344e-05,0.005968472920358181,0.06510080397129059,0.014018433168530464,0.005948828533291817,0.06526409089565277,0.016057973727583885
10,1.249999968422344e-05,0.005965219344943762,0.06509793549776077,0.014012999832630157,0.005944373086094856,0.06497623026371002,0.016037985682487488
11,6.24999984211172e-06,0.005950789898633957,0.06495356559753418,0.013982565142214298,0.005927868187427521,0.06484229117631912,0.01601422391831875
