epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
19,0.0003000000142492354,0.0020156842656433582,0.04797232151031494,0.009111235849559307,0.001914400141686201,0.04737464711070061,0.011177695356309414,0.0386928915977478,0.003961994778364897,0.040081191807985306,0.004173600114881992
20,0.0003000000142492354,0.0019648221787065268,0.047346558421850204,0.00893374253064394,0.0018740701489150524,0.046706683933734894,0.010960189625620842,0.0385175496339798,0.003879268653690815,0.039500705897808075,0.004067647736519575
21,0.0003000000142492354,0.0019197049550712109,0.046791065484285355,0.008791659027338028,0.001959775807335973,0.04697643220424652,0.010850167833268642,0.039482176303863525,0.004046968650072813,0.03897694870829582,0.003977684304118156
22,0.0003000000142492354,0.00186916533857584,0.046124380081892014,0.008674930781126022,0.0018586713122203946,0.04597754776477814,0.010808008722960949,0.03833234682679176,0.00384658039547503,0.03839396312832832,0.0038766455836594105
23,0.0001500000071246177,0.0017325782682746649,0.04416285827755928,0.008223428390920162,0.0017041700193658471,0.04365043714642525,0.010270895436406136,0.03643161803483963,0.0035311102401465178,0.036559876054525375,0.0035950082819908857
24,0.0001500000071246177,0.0017085574800148606,0.043841950595378876,0.008120360784232616,0.0017446907004341483,0.04513503238558769,0.01059036236256361,0.037329770624637604,0.003618889255449176,0.03626648709177971,0.003545511979609728
25,0.0001500000071246177,0.0016958547057583928,0.043712079524993896,0.008079570718109608,0.0017445685807615519,0.04490916430950165,0.010568688623607159,0.036843765527009964,0.003615146968513727,0.03615787252783775,0.0035191874485462904
26,0.0001500000071246177,0.0016804356127977371,0.04347994923591614,0.008006975054740906,0.0017337602330371737,0.04488062113523483,0.0104770977050066,0.036757614463567734,0.0035899861250072718,0.03597136586904526,0.0034863310866057873
27,0.0001500000071246177,0.0016733674565330148,0.04342431202530861,0.007997753098607063,0.0018034999957308173,0.045659054070711136,0.010708258487284184,0.0375014990568161,0.0037348277401179075,0.03591940179467201,0.0034723589196801186
28,7.500000356230885e-05,0.001601829077117145,0.04228824004530907,0.007764853537082672,0.001652138656936586,0.04298925772309303,0.010196682065725327,0.035442013293504715,0.003428106429055333,0.034888118505477905,0.0033268574625253677
29,7.500000356230885e-05,0.0015978929586708546,0.042226601392030716,0.007765147369354963,0.0016835492569953203,0.044100385159254074,0.010312119498848915,0.03635288029909134,0.003489443100988865,0.034836094826459885,0.0033201933838427067
30,7.500000356230885e-05,0.0015934386756271124,0.04222507029771805,0.007756548933684826,0.0016470158006995916,0.04285184293985367,0.010179664939641953,0.035316504538059235,0.0034177217166870832,0.03482460603117943,0.0033101048320531845
31,7.500000356230885e-05,0.0015871350187808275,0.04211173579096794,0.007709973491728306,0.0016644538845866919,0.04338260367512703,0.010189317166805267,0.035873785614967346,0.003450075862929225,0.03475472703576088,0.0032958146184682846
32,3.7500001781154424e-05,0.001546494197100401,0.04141950607299805,0.007562569808214903,0.0016283902805298567,0.04270332679152489,0.01007215864956379,0.035227060317993164,0.0033777898643165827,0.03411872684955597,0.0032145611476153135
33,3.7500001781154424e-05,0.0015447421465069056,0.041434794664382935,0.007578113581985235,0.001633842708542943,0.04269225150346756,0.010125640779733658,0.035175420343875885,0.003388910088688135,0.03410762920975685,0.003209686139598489
