test_index,source_id,gaia_teff,gaia_logg,gaia_mh,real_teff,real_logg,real_mh,pred_teff,pred_logg,pred_mh,delta_teff,delta_logg,delta_mh
63,152047619011614592,5181.03173828125,4.667799949645996,-0.8967000246047974,5289.271387623633,4.674996176697968,-0.9054043392010226,5329.0395081510605,4.681517071837507,-0.9117173012144724,39.76812052742753,0.006520895139538574,-0.006312962013449774
3594,1297820202093665792,5753.4296875,4.678800106048584,-1.1166000366210938,5762.208458989909,4.675309985432283,-1.1256344004551762,5760.765023764516,4.678400209291527,-1.1199231830815768,-1.443435225392932,0.00309022385924429,0.005711217373599364
1248,580515167071431424,6104.623046875,4.6595001220703125,-1.1586999893188477,6105.328300050835,4.659957074362147,-1.1582805111819838,6104.623046875,4.6595001220703125,-1.1586999893188477,-0.7052531758354235,-0.00045695229183451147,-0.00041947813686382673
3984,1548356295989132032,6033.6689453125,4.165500164031982,-0.6890000104904175,6034.768223837901,4.165739743566902,-0.6886871283371517,6035.653893238194,4.166107734742288,-0.6897907290611659,0.8856694002924996,0.00036799117538599546,-0.0011036007240141643
1597,147920842634097664,6010.37158203125,4.269700050354004,-0.6194000244140625,6054.532025545947,4.36156832634854,-0.8921688840718809,6061.573355375442,4.360768958605129,-0.9087390804637399,7.041329829494316,-0.0007993677434114943,-0.01657019639185897
3654,2545523143770922240,4315.8447265625,4.4496002197265625,-0.17170000076293945,4460.526705274738,4.950127647274021,-1.2961546361149223,5019.763867485624,5.0,-0.2666227977667375,559.2371622108867,0.049872352725978786,1.0295318383481848
1802,150379556792593792,6122.2158203125,4.4191999435424805,-1.0374000072479248,6161.435015134707,4.485223639357026,-1.006656410309903,6162.211151723249,4.529157038347937,-1.0217005247812725,0.7761365885417035,0.04393339899091053,-0.015044114471369552
2783,2544132987412032384,4298.4677734375,4.50439977645874,-0.01080000028014183,4000.268200635473,5.0,-2.5428330175971525,4484.64249889455,5.0,-1.19896879426283,484.374298259077,0.0,1.3438642233343225
2621,2535967533027855104,4000.87939453125,4.6768999099731445,-0.09130000323057175,3939.1051960886175,5.0,-1.822875301673017,3850.321170844729,5.0,-1.9559527905252192,-88.78402524388866,0.0,-0.13307748885220216
4015,1667279920324171008,6388.3359375,4.172500133514404,-1.5169999599456787,6452.734837044191,4.17155536438703,-1.532721075642223,6417.299726244678,4.185045026154585,-1.5281789767971388,-35.435110799513495,0.013489661767555283,0.004542098845084164
3313,2678007938366967936,5280.75,4.644800186157227,-0.8652999997138977,5345.88019497187,4.665745953701418,-0.8128681086627682,5415.61046959141,4.753301224199706,-0.8432141828500557,69.73027461954007,0.0875552704982887,-0.03034607418728752
460,175932688060588544,7177.5322265625,4.118800163269043,-0.18880000710487366,7197.176873419676,4.1747858338878325,-0.1681866419375389,7196.462665388333,4.174958029391849,-0.1697131236003893,-0.714208031342423,0.00017219550401659234,-0.001526481662850382
2535,1396576511137730432,6059.21826171875,4.450300216674805,-1.4852999448776245,6059.21826171875,4.450300216674805,-1.4852999448776243,6059.21826171875,4.450300216674805,-1.4852999448776245,0.0,0.0,-2.220446049250313e-16
2179,902969152603806720,5572.12744140625,4.730500221252441,-1.5885000228881836,5711.070136803863,4.735609335794913,-1.7318332799686775,5572.12744140625,4.730500221252441,-1.5885000228881836,-138.94269539761262,-0.005109114542471538,0.14333325708049394
2570,920409502964685184,7427.52099609375,4.301199913024902,-0.46309998631477356,7466.884977113371,4.311422896439204,-0.4568792063642002,7469.846951606907,4.310636083206773,-0.45541683185212634,2.961974493536218,-0.0007868132324313493,0.0014623745120738718
1406,882419653941851392,6332.20068359375,4.48769998550415,-1.4936000108718872,6337.661406840746,4.4946700551981404,-1.6773352751255752,6336.969054740747,4.494004732942474,-1.639548392018633,-0.6923520999989705,-0.0006653222556662897,0.03778688310694234
3809,1380098065948816512,6147.5693359375,4.186800003051758,-1.2110999822616577,6147.5693359375,4.186800003051758,-1.2110999822616575,6147.5693359375,4.186800003051758,-1.2110999822616577,0.0,0.0,-2.220446049250313e-16
558,2543263582953101952,5027.0478515625,4.422100067138672,-0.6317999958992004,5315.643927672455,4.929393471809085,-0.7736613641274842,5247.811336715261,4.89968884618369,-0.8727962793494501,-67.83259095719404,-0.029704625625395664,-0.09913491522196594
97,1545808280873854208,6543.10986328125,4.582399845123291,-3.5720999240875244,6545.394113978439,4.584429383076187,-3.271857282282621,6546.920612588421,4.586010623312662,-3.27547694622739,1.5264986099818998,0.00158124023647499,-0.0036196639447689805
1531,1155697329086284672,5737.580078125,4.57889986038208,-1.1052000522613525,5836.809171946802,4.630528005762396,-1.0870745726788351,5811.365369267544,4.598483482754774,-1.0906277192585951,-25.443802679257715,-0.03204452300762206,-0.003553146579760025
937,2688074310916444160,5558.53466796875,4.559000015258789,-0.8634999990463257,5592.209124717927,4.572418566329005,-0.8348792759365702,5594.775113343656,4.565605519872124,-0.8434294397398261,2.5659886257290054,-0.006813046456881189,-0.008550163803255906
1849,2549349379812093056,5736.20361328125,4.640100002288818,-0.6378999948501587,5737.4871713246985,4.641647487818479,-0.6384979045099567,5736.20361328125,4.640100002288818,-0.6378999948501587,-1.2835580434484655,-0.0015474855296604417,0.0005979096597980016
501,2507244196206064768,4177.60009765625,4.602200031280518,0.0010999999940395355,4107.042133981595,5.0,-1.4135041185316617,4148.861013972209,5.0,-1.0944510291550165,41.81887999061382,0.0,0.3190530893766452
1244,2678404179164683392,5361.427734375,4.361299991607666,-1.1466000080108643,5909.210673183689,3.935144043435883,-1.5572339154731545,5413.033973613772,4.320842459640287,-1.1462774724707139,-496.1766995699172,0.3856984162044035,0.4109564430024406
2307,2543611269145731840,5016.4833984375,4.2967000007629395,-0.4032999873161316,5160.956139732643,4.297093729700982,-0.3835878285235231,5070.265364996448,4.263999165989157,-0.38137969240557856,-90.69077473619564,-0.033094563711824954,0.0022081361179445147
17,3262853639358215296,3585.021484375,4.724400043487549,-0.2085999995470047,3930.2702824089183,5.0,-1.7946362285746762,4078.5870236725987,5.0,-1.3788254617303162,148.31674126368034,0.0,0.41581076684436
4008,1038348510342843136,6278.73046875,4.685299873352051,-3.7818000316619873,6278.73046875,4.685299873352051,-3.7818000316619873,6278.73046875,4.685299873352051,-3.7818000316619873,0.0,0.0,0.0
393,2545303073943495424,4145.3193359375,4.495500087738037,0.1656000018119812,4070.197202426041,5.0,-1.645389767706257,4145.322142823921,5.0,-1.6603889648680654,75.12494039788044,0.0,-0.01499919716180842
1397,1036320117547404672,5963.22216796875,4.6092000007629395,-0.8492000102996826,6030.462072387022,4.67047859837744,-0.8212149517247185,5966.728850702368,4.6190793316304335,-0.8453536337465422,-63.73322168465438,-0.05139926674700668,-0.024138682021823676
1379,1428084803538807168,6102.35791015625,4.706399917602539,-4.038899898529053,6126.251841318643,4.756038513398502,-4.019760082464158,6126.430337137248,4.754214147899182,-3.9894549868833096,0.17849581860537,-0.0018243654993197467,0.030305095580848374
3185,2542769043239308544,5557.33544921875,4.592899799346924,-0.9247000217437744,5769.276456610841,4.76541345916905,-0.9114759312931112,5575.631569054278,4.6920285559598724,-0.9109913598347781,-193.64488755656294,-0.07338490320917757,0.0004845714583331384
986,2533117117852211840,3607.870849609375,4.760300159454346,-0.44110000133514404,3756.671707965093,4.576945639148408,-1.1986764228525455,3936.6776793146596,5.0,-1.6272853154797609,180.0059713495666,0.42305436085159176,-0.42860889262721535
3416,1564454589326986496,5713.39013671875,4.643599987030029,-1.2726999521255493,5733.311220315618,4.669107645210877,-1.2534630655911485,5760.278724018528,4.740504099413893,-1.257218879683311,26.967503702910108,0.07139645420301566,-0.003755814092162524
2589,1498651837766146048,6815.2763671875,4.385499954223633,-2.8477001190185547,6839.292884125614,4.410166829758551,-2.825990807559445,6848.332841919627,4.402091336819088,-2.824672404176369,9.03995779401248,-0.008075492939463302,0.0013184033830762054
439,1612404974313659264,8424.1650390625,4.466800212860107,-1.145300030708313,8448.855908074021,4.508930697098635,-1.1317740627511992,8447.656206861679,4.510805362760219,-1.1481688630216076,-1.1997012123429158,0.0018746656615835633,-0.016394800270408405
3496,2534112107155753344,5383.86767578125,4.5391998291015625,-0.27129998803138733,5383.86767578125,4.5391998291015625,-0.2712999880313873,5383.86767578125,4.5391998291015625,-0.27129998803138733,0.0,0.0,-5.551115123125783e-17
940,401318892280022144,5639.671875,4.626699924468994,-0.412200003862381,5683.950946981922,4.659336485270438,-0.3835935392085375,5691.662956164136,4.656428212698672,-0.38812374730199106,7.712009182213478,-0.0029082725717657354,-0.004530208093453558
1232,1547634844562578816,6115.74609375,4.512700080871582,-4.1427001953125,6116.476693128061,4.513464281583615,-4.040019359848024,6169.251299071831,4.577236396173237,-2.2234398689818478,52.77460594377044,0.0637721145896224,1.8165794908661765
1132,2679096970274022400,5411.6064453125,4.692299842834473,-1.2417000532150269,5419.295729188463,4.694015525295044,-1.2423434478130728,5481.760292281021,4.669354666013566,-1.2505101627290323,62.46456309255791,-0.024660859281477876,-0.008166714915959439
44,2530967263382353024,7315.7607421875,3.751199960708618,-1.4671000242233276,7368.243605685665,3.816546307565144,-1.426017349696843,7402.663436270291,3.8308883003361176,-1.4117501029041717,34.41983058462574,0.01434199277097381,0.014267246792671218
2630,2691209710057568896,6022.13623046875,4.674600124359131,-2.4463000297546387,6038.882980580073,4.681538969121747,-2.379779648777979,6031.894303694672,4.682281033428242,-2.4416551455623896,-6.988676885401219,0.0007420643064950383,-0.06187549678441062
2116,894655676467138432,5264.4677734375,4.7195000648498535,-1.3553999662399292,5834.166383161598,5.0,-2.2332155522067785,4417.493064528195,5.0,-3.57826659620643,-1416.6733186334031,0.0,-1.3450510439996517
2819,2541937709368724736,5687.4658203125,4.524199962615967,-0.9991000294685364,5718.103042826644,4.537941034173559,-0.9834106042661604,5699.511956184022,4.529977511967847,-0.9917086044564714,-18.59108664262203,-0.007963522205711726,-0.008298000190310906
1617,1591469796180297984,6339.29638671875,4.303100109100342,-1.041599988937378,6357.737058104864,4.313811338673348,-1.019241498437096,6366.277858458515,4.311912863430157,-1.0202827367537222,8.540800353650411,-0.0018984752431912,-0.0010412383166260586
3121,1568975540623008000,6283.3955078125,4.6819000244140625,-3.7172999382019043,6341.520004650349,4.805285191663448,-1.7009325226432417,6304.900925303589,4.759019721588298,-3.452648517514881,-36.61907934675946,-0.04626547007515036,-1.7517159948716394
522,2544267918106027136,5223.31298828125,4.593599796295166,-1.007200002670288,5237.2164008366135,4.728131951654615,-1.0290071888099976,5223.31298828125,4.593599796295166,-1.007200002670288,-13.903412555363502,-0.13453215535944896,0.021807186139709556
1426,2536042574696422912,4348.380859375,4.491799831390381,-0.12430000305175781,4117.137880291388,5.0,-1.6978903964441057,4287.9753114250625,5.0,-1.4897497874529728,170.83743113367473,0.0,0.20814060899113285
1217,839377523222888576,5929.56884765625,4.273200035095215,-0.919700026512146,6022.941426824979,4.278671422525835,-0.9103611218844508,6006.098538825831,4.2776831847206225,-0.915821223636619,-16.842887999147933,-0.0009882378052123997,-0.005460101752168156
3727,1331916641785966592,7380.6552734375,4.439700126647949,-0.7451000213623047,7473.77792412868,4.5035539085729805,-0.7435698813612319,7462.091063318998,4.4905347645430425,-0.7432826388235356,-11.686860809682003,-0.01301914402993809,0.00028724253769629726
305,3649439277689147392,7423.037109375,4.09630012512207,-0.8878999948501587,7452.591048218896,4.1127391623871885,-1.362926660400498,7449.585553483712,4.108831513331717,-1.4105284699369454,-3.0054947351836745,-0.003907649055471474,-0.04760180953644744
1515,804685831125272320,7484.37890625,4.3506999015808105,-1.4474999904632568,7484.37890625,4.3506999015808105,-1.4474999904632568,7484.37890625,4.3506999015808105,-1.4474999904632568,0.0,0.0,0.0
87,2537097109426564224,3647.437744140625,4.604100227355957,-0.5751000046730042,3639.541194531575,4.790084767254248,-0.5704920277132899,3642.308256425789,4.792768531283464,-0.5703353946952305,2.767061894213839,0.002683764029216107,0.00015663301805934893
221,3860637903558456960,5271.1220703125,4.693999767303467,-0.7840999960899353,5271.646684045864,4.691781594435972,-0.7870617816300207,5408.833922226497,4.919153234330562,-1.0663336681204942,137.18723818063245,0.22737163989458953,-0.2792718864904735
3494,904277399642021888,5523.46142578125,4.677199840545654,-1.2062000036239624,5523.46142578125,4.677199840545654,-1.2062000036239624,5523.46142578125,4.677199840545654,-1.2062000036239624,0.0,0.0,0.0
848,377141769754472960,5381.81982421875,4.405799865722656,-0.8924999833106995,5404.986866493129,4.416651118073274,-0.8916695112686897,5530.46120163611,4.389831550975132,-0.8967593117810352,125.47433514298064,-0.026819567098141484,-0.0050898005123455325
